userId;itemId;est
23.0;10.0;0.21746278057636123
23.0;24.0;0.23463285146445914
23.0;13.0;0.22285670357052922
23.0;2.0;0.23717467820578042
23.0;1.0;0.2385412332738152
23.0;28.0;0.23717721540655143
23.0;22.0;0.24442511739597983
23.0;3.0;0.25243439963098957
23.0;32.0;0.29425868971957303
23.0;4.0;0.5003822518331613
46.0;10.0;0.21746278057636123
46.0;13.0;0.22285670357052922
46.0;24.0;0.23463285146445914
46.0;4.0;0.5003822518331613
46.0;1.0;0.2385412332738152
46.0;29.0;0.23717721540655143
46.0;22.0;0.24442511739597983
46.0;3.0;0.25243439963098957
46.0;2.0;0.23717467820578042
46.0;33.0;0.29425868971957303
82.0;10.0;0.21746278057636123
82.0;24.0;0.23463285146445914
82.0;13.0;0.22285670357052922
82.0;2.0;0.23717467820578042
82.0;1.0;0.2385412332738152
82.0;28.0;0.23717721540655143
82.0;22.0;0.24442511739597983
82.0;3.0;0.25243439963098957
82.0;32.0;0.29425868971957303
82.0;4.0;0.5003822518331613
106.0;10.0;0.21746278057636123
106.0;13.0;0.22285670357052922
106.0;25.0;0.23463285146445914
106.0;2.0;0.23717467820578042
106.0;29.0;0.23717721540655143
106.0;1.0;0.2385412332738152
106.0;4.0;0.5003822518331613
106.0;3.0;0.25243439963098957
106.0;23.0;0.24442511739597983
106.0;33.0;0.29425868971957303
119.0;11.0;0.2170266970546569
119.0;12.0;0.22285670357052922
119.0;24.0;0.23463285146445914
119.0;9.0;0.21746278057636123
119.0;2.0;0.23717467820578042
119.0;28.0;0.23717721540655143
119.0;1.0;0.2385412332738152
119.0;3.0;0.25243439963098957
119.0;22.0;0.24442511739597983
119.0;31.0;0.29425868971957303
175.0;10.0;0.21746278057636123
175.0;13.0;0.22285670357052922
175.0;24.0;0.23463285146445914
175.0;4.0;0.5003822518331613
175.0;1.0;0.2385412332738152
175.0;29.0;0.23717721540655143
175.0;22.0;0.24442511739597983
175.0;3.0;0.25243439963098957
175.0;2.0;0.23717467820578042
175.0;33.0;0.29425868971957303
178.0;11.0;0.2170266970546569
178.0;12.0;0.22285670357052922
178.0;24.0;0.23463285146445914
178.0;9.0;0.21746278057636123
178.0;2.0;0.23717467820578042
178.0;28.0;0.23717721540655143
178.0;1.0;0.2385412332738152
178.0;3.0;0.25243439963098957
178.0;22.0;0.24442511739597983
178.0;31.0;0.29425868971957303
186.0;11.0;0.2170266970546569
186.0;9.0;0.21746278057636123
186.0;12.0;0.22285670357052922
186.0;23.0;0.23463285146445914
186.0;21.0;0.24442511739597983
186.0;28.0;0.23717721540655143
186.0;1.0;0.2385412332738152
186.0;3.0;0.25243439963098957
186.0;2.0;0.23717467820578042
186.0;32.0;0.29425868971957303
196.0;11.0;0.2170266970546569
196.0;9.0;0.21746278057636123
196.0;12.0;0.22285670357052922
196.0;23.0;0.23463285146445914
196.0;1.0;0.2385412332738152
196.0;26.0;0.23717721540655143
