userId;itemId;teamId;ts_reg
2786;193;2000;2018-08-23 12:20:55
2786;193;2000;2018-08-23 12:21:37
2786;193;2000;2018-08-23 12:31:13
3596;193;2015;2018-08-23 14:05:04
6774;193;1038;2018-08-23 15:54:19
2417;193;1994;2018-08-23 16:43:00
6828;193;2063;2018-08-24 11:51:17
2441;193;1995;2018-08-24 11:51:19
1210;193;1981;2018-08-27 17:09:34
1789;193;1988;2018-08-28 08:46:28
1789;193;1988;2018-08-28 08:46:47
3742;193;228;2018-08-28 18:47:02
5547;193;13;2018-08-29 10:01:15
3742;193;228;2018-08-29 12:01:12
3742;193;228;2018-08-29 17:38:21
1608;193;1985;2018-08-30 12:03:08
3097;193;2003;2018-08-30 12:58:41
3097;193;2003;2018-08-30 12:58:44
4586;193;2029;2018-08-31 10:02:57
3742;193;228;2018-08-31 18:59:10
3742;193;228;2018-08-31 19:03:56
3742;193;228;2018-08-31 19:14:53
4538;193;2028;2018-09-03 14:00:39
5543;193;2044;2018-09-03 14:09:42
3742;193;228;2018-09-03 17:53:41
1110;193;21;2018-09-03 17:56:54
5037;193;539;2018-09-05 10:42:12
2334;193;407;2018-09-05 11:14:31
2334;193;407;2018-09-05 11:15:34
2334;193;407;2018-09-05 11:16:32
2334;193;407;2018-09-05 11:17:22
1997;193;1914;2018-09-11 10:41:50
1997;193;1914;2018-09-11 10:44:43
1997;193;1914;2018-09-11 10:46:54
5529;193;2043;2018-09-11 12:11:35
956;193;20;2018-09-11 13:29:12
5598;193;118;2018-09-12 12:45:39
4564;193;873;2018-09-12 14:39:27
363;193;717;2018-09-13 09:09:15
4108;193;837;2018-09-14 08:38:21
4108;193;837;2018-09-14 09:03:44
3139;193;2;2018-09-14 16:39:25
2345;193;1992;2018-09-18 10:20:42
4861;193;900;2018-09-19 12:03:32
4564;193;873;2018-09-20 15:53:00
4564;193;873;2018-09-20 15:54:03
4564;193;873;2018-09-20 15:54:16
3948;193;2020;2018-09-24 10:10:46
848;193;1976;2018-09-24 12:22:28
7115;193;2068;2018-09-24 17:01:12
3241;193;2005;2018-09-26 09:17:48
5493;193;951;2018-09-26 15:53:42
842;193;580;2018-09-27 10:08:19
2090;193;1;2018-09-28 11:27:04
4228;193;1843;2018-09-28 11:51:52
4228;193;1843;2018-09-28 11:52:10
6533;193;225;2018-09-28 12:09:54
7215;193;2024;2018-10-02 10:27:05
7215;193;2024;2018-10-02 10:27:38
3766;193;801;2018-10-03 10:37:01
7233;193;1676;2018-10-03 16:15:44
7227;193;128;2018-10-09 14:43:07
6096;193;77;2018-10-10 12:50:43
7248;193;664;2018-10-11 20:06:35
7349;193;2150;2018-10-17 13:29:29
7349;193;2150;2018-10-17 13:29:38
3364;193;2006;2018-10-22 14:26:04
7411;193;4169;2018-10-23 14:41:01
7411;193;4169;2018-10-23 14:43:55
7579;193;4230;2018-10-26 16:09:41
7579;193;4230;2018-10-29 11:46:34
3979;193;825;2018-11-01 10:41:14
3979;193;825;2018-11-01 10:48:53
3197;193;21;2018-11-06 15:09:58
7658;193;4233;2018-11-08 10:59:43
2134;193;184;2018-11-08 11:59:09
7545;193;3469;2018-11-08 15:54:15
7594;193;4231;2018-11-09 15:40:50
1589;193;14;2018-11-09 18:54:14
7557;193;40;2018-11-12 09:13:05
4025;193;1728;2018-11-13 11:54:24
7604;193;4232;2018-11-14 09:44:23
2010;193;659;2018-11-14 14:26:08
7572;193;4175;2018-11-14 14:56:41
7572;193;4175;2018-11-14 15:00:11
1589;193;14;2018-11-16 09:29:09
4839;193;32;2018-11-16 14:44:21
7683;193;4234;2018-11-16 15:05:09
7552;193;4229;2018-11-16 16:13:25
7531;193;4227;2018-11-16 16:15:14
7517;193;873;2018-11-19 13:04:59
7541;193;4228;2018-11-19 14:32:08
7541;193;4228;2018-11-19 14:32:12
7541;193;4228;2018-11-19 14:32:20
4009;193;2656;2018-11-21 13:34:18
7233;193;1676;2018-11-22 11:57:55
7571;193;4192;2018-11-23 11:48:43
4409;193;1899;2018-11-27 13:40:49
7493;193;4218;2018-12-03 10:58:32
7414;193;142;2018-12-03 11:43:10
2360;193;184;2018-12-04 16:55:58
418;194;19;2018-08-09 13:53:14
41;194;69;2018-11-01 10:05:55
5595;194;43;2018-12-05 12:27:26
3827;196;274;2018-06-11 08:39:41
2634;196;21;2018-06-11 08:45:30
2300;196;324;2018-06-11 08:50:59
2300;196;324;2018-06-11 09:05:31
2075;196;83;2018-06-11 09:10:37
3054;196;45;2018-06-11 09:20:38
5467;196;39;2018-06-11 09:21:55
6761;196;16;2018-06-11 09:23:07
1188;196;37;2018-06-11 09:26:30
3063;196;83;2018-06-11 09:29:42
5764;196;295;2018-06-11 09:51:27
1621;196;128;2018-06-11 09:51:51
6850;196;37;2018-06-11 10:06:52
2627;196;83;2018-06-11 10:12:40
2075;196;83;2018-06-11 10:21:13
4984;196;43;2018-06-11 10:41:20
2627;196;83;2018-06-11 10:55:44
5124;196;83;2018-06-11 11:00:28
5783;196;21;2018-06-11 11:10:18
2075;196;83;2018-06-11 11:20:37
2917;196;69;2018-06-11 11:30:24
186;196;2;2018-06-11 11:31:34
2627;196;83;2018-06-11 11:35:04
371;196;25;2018-06-11 11:38:38
2530;196;59;2018-06-11 11:43:38
2035;196;18;2018-06-11 11:56:38
4844;196;8;2018-06-11 11:59:01
2634;196;21;2018-06-11 12:02:33
2075;196;83;2018-06-11 12:15:20
546;196;68;2018-06-11 12:18:44
2412;196;30;2018-06-11 12:24:51
546;196;68;2018-06-11 12:44:29
3054;196;45;2018-06-11 12:46:02
2634;196;21;2018-06-11 13:22:57
186;196;2;2018-06-11 13:25:14
4371;196;8;2018-06-11 13:32:38
3339;196;83;2018-06-11 13:46:26
371;196;25;2018-06-11 13:48:22
2412;196;30;2018-06-11 13:51:22
546;196;68;2018-06-11 13:53:31
1733;196;1075;2018-06-11 13:55:01
2917;196;69;2018-06-11 14:11:24
4112;196;1888;2018-06-11 14:19:26
1722;196;142;2018-06-11 14:21:06
5470;196;13;2018-06-11 14:30:44
2075;196;83;2018-06-11 14:31:50
2075;196;83;2018-06-11 14:31:54
1733;196;1075;2018-06-11 14:43:27
6761;196;16;2018-06-11 14:55:29
6761;196;16;2018-06-11 14:55:33
2412;196;30;2018-06-11 15:02:34
6306;196;3;2018-06-11 15:06:13
3054;196;45;2018-06-11 15:07:44
5470;196;13;2018-06-11 15:27:57
3339;196;83;2018-06-11 15:33:07
5470;196;13;2018-06-11 15:47:14
2075;196;83;2018-06-11 16:27:39
2075;196;83;2018-06-11 16:28:00
2075;196;83;2018-06-11 16:28:17
2634;196;21;2018-06-11 16:35:34
6761;196;16;2018-06-11 16:41:24
2627;196;83;2018-06-11 16:44:11
6761;196;16;2018-06-11 16:53:16
1733;196;1075;2018-06-11 16:58:43
5470;196;13;2018-06-11 17:17:36
6761;196;16;2018-06-11 17:18:00
6761;196;16;2018-06-11 17:18:03
2634;196;21;2018-06-11 17:22:06
1879;196;2142;2018-06-11 17:35:01
2412;196;30;2018-06-11 17:50:19
2412;196;30;2018-06-11 17:51:26
3585;196;30;2018-06-11 19:36:33
5847;196;93;2018-06-12 08:42:33
2300;196;324;2018-06-12 09:08:06
6761;196;16;2018-06-12 09:16:37
4706;196;77;2018-06-12 09:22:06
4706;196;77;2018-06-12 09:24:39
1235;196;46;2018-06-12 09:26:53
3339;196;83;2018-06-12 09:27:57
2917;196;69;2018-06-12 09:28:23
1733;196;1075;2018-06-12 09:29:13
2634;196;21;2018-06-12 09:35:06
3334;196;45;2018-06-12 09:43:19
3334;196;45;2018-06-12 09:44:53
5764;196;295;2018-06-12 09:46:25
2412;196;30;2018-06-12 09:52:36
6102;196;16;2018-06-12 09:58:08
2634;196;21;2018-06-12 10:02:01
5847;196;93;2018-06-12 10:03:17
2075;196;83;2018-06-12 10:08:11
877;196;25;2018-06-12 10:29:52
2244;196;2152;2018-06-12 10:33:31
1722;196;142;2018-06-12 10:35:24
1188;196;37;2018-06-12 10:36:59
1188;196;37;2018-06-12 10:38:55
2634;196;21;2018-06-12 10:46:33
371;196;25;2018-06-12 11:00:30
5470;196;13;2018-06-12 11:06:58
4844;196;8;2018-06-12 11:08:38
877;196;25;2018-06-12 11:11:55
2075;196;83;2018-06-12 11:15:35
5124;196;83;2018-06-12 11:15:36
4462;196;375;2018-06-12 11:17:41
186;196;2;2018-06-12 11:18:23
2627;196;83;2018-06-12 11:21:31
371;196;25;2018-06-12 11:26:19
1621;196;128;2018-06-12 11:32:05
5744;196;75;2018-06-12 11:38:45
5124;196;83;2018-06-12 11:48:51
5614;196;83;2018-06-12 11:53:48
2917;196;69;2018-06-12 12:00:35
1633;196;30;2018-06-12 12:11:00
1621;196;128;2018-06-12 12:11:05
3302;196;23;2018-06-12 12:16:13
3302;196;23;2018-06-12 12:16:19
3302;196;23;2018-06-12 12:26:30
6761;196;16;2018-06-12 12:28:10
5284;196;33;2018-06-12 12:30:11
5738;196;42;2018-06-12 12:37:44
5124;196;83;2018-06-12 12:45:30
4767;196;19;2018-06-12 12:47:39
2475;196;11;2018-06-12 13:08:46
4371;196;8;2018-06-12 13:11:49
4371;196;8;2018-06-12 13:14:10
4371;196;8;2018-06-12 13:16:14
371;196;25;2018-06-12 14:13:31
5470;196;13;2018-06-12 14:30:28
6102;196;16;2018-06-12 14:33:06
3054;196;45;2018-06-12 14:40:01
371;196;25;2018-06-12 14:44:39
3779;196;45;2018-06-12 15:07:28
3063;196;83;2018-06-12 15:21:21
6761;196;16;2018-06-12 15:21:45
3054;196;45;2018-06-12 15:22:19
5470;196;13;2018-06-12 15:25:12
371;196;25;2018-06-12 15:25:54
3827;196;274;2018-06-12 15:26:32
5284;196;33;2018-06-12 15:27:06
877;196;25;2018-06-12 15:44:52
4472;196;16;2018-06-12 15:46:07
2917;196;69;2018-06-12 15:52:28
4595;196;31;2018-06-12 15:53:33
5614;196;83;2018-06-12 16:12:23
2075;196;83;2018-06-12 16:23:02
2917;196;69;2018-06-12 16:41:39
2075;196;83;2018-06-12 17:41:12
5847;196;93;2018-06-13 08:59:21
5067;196;25;2018-06-13 08:59:44
7095;196;32;2018-06-13 09:13:38
4225;196;46;2018-06-13 09:15:03
6102;196;16;2018-06-13 09:22:28
196;196;78;2018-06-13 09:31:23
2300;196;324;2018-06-13 09:35:05
1946;196;30;2018-06-13 09:37:37
2075;196;83;2018-06-13 09:49:12
2917;196;69;2018-06-13 09:57:24
2627;196;83;2018-06-13 10:11:32
721;196;2098;2018-06-13 10:28:38
2917;196;69;2018-06-13 10:31:12
5764;196;295;2018-06-13 10:34:15
721;196;2098;2018-06-13 10:42:19
721;196;2098;2018-06-13 10:42:24
721;196;2098;2018-06-13 10:42:27
721;196;2098;2018-06-13 10:42:38
4706;196;77;2018-06-13 10:43:06
2075;196;83;2018-06-13 10:43:40
3466;196;2193;2018-06-13 10:44:29
2917;196;69;2018-06-13 10:47:56
6102;196;16;2018-06-13 10:48:26
2634;196;21;2018-06-13 10:50:42
5847;196;93;2018-06-13 10:59:56
371;196;25;2018-06-13 11:01:46
186;196;2;2018-06-13 11:04:50
3054;196;45;2018-06-13 11:06:30
721;196;2098;2018-06-13 11:27:36
2627;196;83;2018-06-13 11:29:46
371;196;25;2018-06-13 11:36:38
546;196;68;2018-06-13 11:37:31
1621;196;128;2018-06-13 11:50:13
4371;196;8;2018-06-13 11:50:51
3395;196;37;2018-06-13 12:16:30
721;196;2098;2018-06-13 12:22:58
5090;196;1915;2018-06-13 12:32:09
3732;196;30;2018-06-13 13:01:23
4825;196;142;2018-06-13 13:11:19
2627;196;83;2018-06-13 13:39:46
2075;196;83;2018-06-13 13:44:08
4844;196;8;2018-06-13 13:51:57
5614;196;83;2018-06-13 13:52:47
4844;196;8;2018-06-13 14:07:19
3572;196;80;2018-06-13 14:08:35
2075;196;83;2018-06-13 14:11:01
4695;196;16;2018-06-13 14:13:43
3488;196;68;2018-06-13 14:24:32
7059;196;46;2018-06-13 14:46:26
877;196;25;2018-06-13 14:51:41
371;196;25;2018-06-13 14:53:34
3572;196;80;2018-06-13 14:55:46
5847;196;93;2018-06-13 14:56:14
1733;196;1075;2018-06-13 15:00:28
6143;196;589;2018-06-13 15:04:21
5611;196;2254;2018-06-13 15:20:39
877;196;25;2018-06-13 15:25:47
3452;196;1343;2018-06-13 15:28:13
5067;196;25;2018-06-13 15:28:53
5847;196;93;2018-06-13 15:31:50
7059;196;46;2018-06-13 15:33:39
546;196;68;2018-06-13 15:52:46
6780;196;45;2018-06-13 15:56:30
1848;196;19;2018-06-13 15:59:19
5124;196;83;2018-06-13 16:22:04
3063;196;83;2018-06-13 16:22:56
2627;196;83;2018-06-13 16:26:39
1733;196;1075;2018-06-13 16:41:30
2917;196;69;2018-06-13 16:56:24
2627;196;83;2018-06-13 17:06:13
5614;196;83;2018-06-13 17:08:05
5470;196;13;2018-06-13 17:27:24
2627;196;83;2018-06-13 17:31:07
2627;196;83;2018-06-13 17:31:11
2627;196;83;2018-06-13 17:31:16
2627;196;83;2018-06-13 17:31:31
2627;196;83;2018-06-13 17:31:57
6458;196;33;2018-06-13 17:32:58
4767;196;19;2018-06-13 19:45:13
2300;196;324;2018-06-14 08:29:08
1946;196;30;2018-06-14 08:41:06
1946;196;30;2018-06-14 08:41:47
6102;196;16;2018-06-14 08:51:43
196;196;78;2018-06-14 08:55:41
3732;196;30;2018-06-14 09:34:54
3732;196;30;2018-06-14 09:36:08
371;196;25;2018-06-14 09:56:47
1188;196;37;2018-06-14 10:15:38
4825;196;142;2018-06-14 10:19:51
5124;196;83;2018-06-14 10:36:11
371;196;25;2018-06-14 10:55:27
1917;196;193;2018-06-14 10:59:27
4239;196;69;2018-06-14 11:01:25
5308;196;2246;2018-06-14 11:01:29
2634;196;21;2018-06-14 11:07:34
1621;196;128;2018-06-14 11:21:44
186;196;2;2018-06-14 11:28:27
5349;196;69;2018-06-14 11:29:30
6761;196;16;2018-06-14 11:29:53
3585;196;30;2018-06-14 11:57:21
5124;196;83;2018-06-14 12:14:03
5124;196;83;2018-06-14 12:14:10
2984;196;46;2018-06-14 12:26:14
3054;196;45;2018-06-14 12:29:01
5738;196;42;2018-06-14 13:03:49
877;196;25;2018-06-14 13:39:50
4371;196;8;2018-06-14 13:44:20
818;196;9;2018-06-14 13:59:07
818;196;9;2018-06-14 13:59:53
5067;196;25;2018-06-14 14:17:32
3054;196;45;2018-06-14 14:22:12
5744;196;75;2018-06-14 14:46:04
5614;196;83;2018-06-14 14:46:20
4646;196;39;2018-06-14 14:48:56
2075;196;83;2018-06-14 14:58:33
4825;196;142;2018-06-14 15:07:35
3054;196;45;2018-06-14 15:13:29
5470;196;13;2018-06-14 15:32:01
4706;196;77;2018-06-14 15:59:02
5614;196;83;2018-06-14 15:59:38
546;196;68;2018-06-14 16:00:02
5614;196;83;2018-06-14 16:09:21
2075;196;83;2018-06-14 16:17:22
6972;196;16;2018-06-14 16:47:48
4371;196;8;2018-06-14 17:01:28
5470;196;13;2018-06-14 17:04:17
4371;196;8;2018-06-14 17:07:36
4371;196;8;2018-06-14 17:08:22
1946;196;30;2018-06-14 17:13:41
5470;196;13;2018-06-14 17:31:50
3054;196;45;2018-06-14 17:47:22
1616;196;257;2018-06-14 18:36:13
196;196;78;2018-06-14 19:03:25
6387;196;9;2018-06-14 19:12:38
2075;196;83;2018-06-15 08:16:27
5988;196;470;2018-06-15 09:11:45
5284;196;33;2018-06-15 09:42:30
5614;196;83;2018-06-15 09:43:34
371;196;25;2018-06-15 09:43:37
2984;196;46;2018-06-15 09:49:07
6516;196;75;2018-06-15 09:49:58
1848;196;19;2018-06-15 10:03:30
3188;196;5;2018-06-15 10:07:21
5067;196;25;2018-06-15 10:14:36
2984;196;46;2018-06-15 10:18:29
6516;196;75;2018-06-15 10:18:37
3054;196;45;2018-06-15 10:27:05
3503;196;46;2018-06-15 10:27:21
2984;196;46;2018-06-15 10:37:19
3339;196;83;2018-06-15 10:45:50
3503;196;46;2018-06-15 10:47:15
4646;196;39;2018-06-15 10:48:19
4225;196;46;2018-06-15 11:00:44
877;196;25;2018-06-15 11:05:30
2984;196;46;2018-06-15 11:11:03
2634;196;21;2018-06-15 11:20:12
877;196;25;2018-06-15 11:21:53
1235;196;46;2018-06-15 11:36:18
186;196;2;2018-06-15 11:37:46
2984;196;46;2018-06-15 11:37:57
5470;196;13;2018-06-15 11:40:41
4613;196;311;2018-06-15 12:01:09
371;196;25;2018-06-15 12:04:42
4286;196;66;2018-06-15 12:05:51
5124;196;83;2018-06-15 12:06:45
2917;196;69;2018-06-15 12:19:31
2300;196;324;2018-06-15 12:21:14
3054;196;45;2018-06-15 12:21:38
371;196;25;2018-06-15 12:36:51
2984;196;46;2018-06-15 12:47:40
1616;196;257;2018-06-15 12:49:00
3503;196;46;2018-06-15 12:59:20
2634;196;21;2018-06-15 13:02:10
2627;196;83;2018-06-15 13:40:27
5783;196;21;2018-06-15 13:44:26
1722;196;142;2018-06-15 14:04:55
5600;196;2089;2018-06-15 14:34:35
420;196;2089;2018-06-15 14:35:44
5783;196;21;2018-06-15 14:42:31
371;196;25;2018-06-15 15:21:27
4595;196;31;2018-06-15 15:40:44
4706;196;77;2018-06-15 15:45:14
4371;196;8;2018-06-15 16:12:02
4371;196;8;2018-06-15 16:12:18
5614;196;83;2018-06-15 16:13:16
4371;196;8;2018-06-15 16:13:38
5470;196;13;2018-06-15 16:25:06
5067;196;25;2018-06-15 16:43:56
5067;196;25;2018-06-15 16:44:02
4706;196;77;2018-06-15 16:49:49
2627;196;83;2018-06-15 16:57:41
3063;196;83;2018-06-15 17:04:41
3754;196;475;2018-06-15 17:06:34
2627;196;83;2018-06-15 17:24:38
2627;196;83;2018-06-15 17:34:11
4371;196;8;2018-06-15 18:02:42
3339;196;83;2018-06-15 18:10:06
3339;196;83;2018-06-15 18:14:36
2300;196;324;2018-06-18 08:25:30
4595;196;31;2018-06-18 08:32:42
6102;196;16;2018-06-18 09:00:42
3585;196;30;2018-06-18 09:05:19
2917;196;69;2018-06-18 09:08:23
2634;196;21;2018-06-18 09:09:05
371;196;25;2018-06-18 09:13:49
5470;196;13;2018-06-18 09:24:09
6761;196;16;2018-06-18 09:42:05
5764;196;295;2018-06-18 09:45:53
3507;196;9;2018-06-18 09:50:26
6850;196;37;2018-06-18 10:03:31
2634;196;21;2018-06-18 10:04:56
4844;196;8;2018-06-18 10:05:57
877;196;25;2018-06-18 10:19:29
371;196;25;2018-06-18 10:33:44
5284;196;33;2018-06-18 10:34:54
2917;196;69;2018-06-18 10:35:55
2530;196;59;2018-06-18 10:46:33
3339;196;83;2018-06-18 11:04:39
5839;196;5;2018-06-18 11:12:28
186;196;2;2018-06-18 11:28:16
2917;196;69;2018-06-18 11:38:26
371;196;25;2018-06-18 12:07:43
4706;196;77;2018-06-18 12:32:28
6761;196;16;2018-06-18 12:50:18
3488;196;68;2018-06-18 12:54:18
2627;196;83;2018-06-18 13:06:37
1722;196;142;2018-06-18 13:20:42
5419;196;40;2018-06-18 13:24:55
6102;196;16;2018-06-18 13:38:09
5124;196;83;2018-06-18 13:39:34
2627;196;83;2018-06-18 13:58:04
2627;196;83;2018-06-18 13:58:09
2627;196;83;2018-06-18 13:58:24
2627;196;83;2018-06-18 13:58:30
2627;196;83;2018-06-18 13:58:39
5764;196;295;2018-06-18 14:11:47
2479;196;700;2018-06-18 14:21:28
4825;196;142;2018-06-18 14:34:49
1301;196;24;2018-06-18 14:42:28
7059;196;46;2018-06-18 14:45:44
818;196;9;2018-06-18 14:54:45
5844;196;344;2018-06-18 14:55:50
7059;196;46;2018-06-18 14:56:58
5844;196;344;2018-06-18 14:57:13
1616;196;257;2018-06-18 15:00:03
5614;196;83;2018-06-18 15:00:59
1188;196;37;2018-06-18 15:03:18
7059;196;46;2018-06-18 15:05:33
7059;196;46;2018-06-18 15:15:58
7059;196;46;2018-06-18 15:28:06
2917;196;69;2018-06-18 15:45:58
6102;196;16;2018-06-18 16:02:45
6102;196;16;2018-06-18 16:19:44
5419;196;40;2018-06-18 16:24:25
1633;196;30;2018-06-18 16:36:41
2634;196;21;2018-06-18 16:38:25
196;196;78;2018-06-18 16:43:17
4613;196;311;2018-06-18 16:54:00
3188;196;5;2018-06-18 17:01:37
2627;196;83;2018-06-18 17:38:45
4658;196;39;2018-06-18 17:40:16
4658;196;39;2018-06-18 17:40:59
3054;196;45;2018-06-18 17:46:05
5470;196;13;2018-06-18 17:50:58
5419;196;40;2018-06-18 18:45:41
2300;196;324;2018-06-19 07:58:48
6516;196;75;2018-06-19 08:23:06
5738;196;42;2018-06-19 08:53:55
5614;196;83;2018-06-19 09:03:44
4371;196;8;2018-06-19 09:13:34
4767;196;19;2018-06-19 09:30:37
2075;196;83;2018-06-19 09:32:44
3503;196;46;2018-06-19 09:48:08
371;196;25;2018-06-19 09:52:46
1917;196;193;2018-06-19 10:04:31
1451;196;171;2018-06-19 10:04:55
3585;196;30;2018-06-19 10:09:46
3339;196;83;2018-06-19 10:13:01
2984;196;46;2018-06-19 10:24:11
1616;196;257;2018-06-19 10:27:20
3732;196;30;2018-06-19 10:35:07
3063;196;83;2018-06-19 10:43:27
877;196;25;2018-06-19 10:56:03
3732;196;30;2018-06-19 10:56:21
5764;196;295;2018-06-19 11:03:45
2634;196;21;2018-06-19 11:19:07
2984;196;46;2018-06-19 11:19:34
5124;196;83;2018-06-19 11:27:34
