userId;itemId;est
23.0;196.0;0.6890895139167715
23.0;681.0;0.5817321920932444
23.0;192.0;0.33202364724378003
23.0;646.0;0.31952442720852753
23.0;644.0;0.3153908582222538
23.0;206.0;0.2919321772504853
23.0;201.0;0.28548395636314305
23.0;191.0;0.22103942841493074
23.0;225.0;0.1896304116147449
23.0;251.0;0.17471852627772727
41.0;191.0;0.49313158395573786
41.0;681.0;0.3806389417397396
41.0;644.0;0.3153908582222538
41.0;253.0;0.3153908582222538
41.0;192.0;0.26042461240848414
41.0;196.0;0.24761487720595834
41.0;206.0;0.24635291469569062
41.0;646.0;0.1918510405634104
41.0;201.0;0.1867826139946213
41.0;216.0;0.14285714283809686
46.0;194.0;0.3153908582222538
46.0;206.0;0.3153908582222538
46.0;217.0;0.3153908582222538
46.0;209.0;0.3153908582222538
46.0;215.0;0.3153908582222538
46.0;648.0;0.3153908582222538
46.0;656.0;0.3153908582222538
46.0;681.0;0.14649258481078936
46.0;201.0;0.121053800604195
46.0;221.0;0.06160865946372149
82.0;194.0;0.3153908582222538
82.0;217.0;0.3153908582222538
82.0;215.0;0.3153908582222538
82.0;193.0;0.14902374498799512
82.0;681.0;0.1359085963696322
82.0;196.0;0.10396493880141211
82.0;245.0;0.09338059586516502
82.0;225.0;0.07102012941043838
82.0;383.0;0.06774985181821952
82.0;233.0;0.06765753381152584
106.0;191.0;0.49301197794301527
106.0;681.0;0.38322150345110995
106.0;206.0;0.3210599307048602
106.0;644.0;0.3153908582222538
106.0;253.0;0.3153908582222538
106.0;192.0;0.26325017797846983
106.0;196.0;0.23170652714449946
106.0;201.0;0.221454803818059
106.0;646.0;0.19353866105691211
106.0;225.0;0.15333036526473928
119.0;194.0;0.3153908582222538
119.0;217.0;0.3153908582222538
119.0;216.0;0.14285714283809686
119.0;681.0;0.11420681656828317
119.0;253.0;0.09291252878939929
119.0;245.0;0.08613718920108325
119.0;383.0;0.0703504242708141
119.0;233.0;0.06635099077862536
119.0;191.0;0.061504272853277496
119.0;225.0;0.0580944132845733
175.0;194.0;0.3153908582222538
175.0;206.0;0.3153908582222538
175.0;217.0;0.3153908582222538
175.0;209.0;0.3153908582222538
175.0;215.0;0.3153908582222538
175.0;648.0;0.3153908582222538
175.0;656.0;0.3153908582222538
175.0;681.0;0.1464313418572887
175.0;201.0;0.12104059403162692
175.0;221.0;0.06160800888355949
178.0;194.0;0.3153908582222538
178.0;217.0;0.3153908582222538
178.0;216.0;0.14285714283809686
178.0;253.0;0.11266170977729986
178.0;681.0;0.10573918951258851
178.0;245.0;0.09406091641315163
178.0;383.0;0.07575388236395998
178.0;233.0;0.06489045700435692
178.0;191.0;0.06263244506882544
178.0;225.0;0.057560480988352494
186.0;644.0;0.3153908582222538
186.0;657.0;0.3153908582222538
186.0;253.0;0.3153908582222538
