id	ior	uor	equipe
2785	1	3564	293240
2994	1	3582	3582
2548	1	3592	293267
1042	1	3594	3594
407	1	3601	3601
2763	1	3623	3623
2378	1	3625	3625
2642	1	3630	3630
1990	1	3630	293339
327	1	3630	293341
3972	1	3639	3639
812	1	3643	3643
3563	1	3643	342490
1542	1	3653	293366
200	1	3659	293381
2336	1	3659	342446
1203	1	3670	3670
1416	1	3670	293391
2958	1	3670	293396
3761	1	3670	293398
3829	1	3670	293399
1898	1	3713	3713
1450	1	3720	3720
2576	1	3725	3725
1062	1	3729	293461
1790	1	3743	3743
145	1	3753	3753
3639	1	3755	3755
1492	1	3763	293517
2846	1	3763	293518
3187	1	3763	293521
2838	1	3763	328848
1458	1	3785	3785
1292	1	3785	293550
3638	1	3812	293581
859	1	3812	293583
2064	1	3812	293585
170	1	3815	3815
3774	1	3815	293586
3436	1	3815	293589
1980	1	3819	293591
1249	1	3821	3821
2704	1	3821	293598
3763	1	3821	293601
3446	1	3833	3833
1102	1	3842	3842
2907	1	3844	3844
3029	1	3848	328847
623	1	3850	3850
1971	1	3852	3852
1842	1	3854	3854
2971	1	3856	293651
235	1	3864	3864
299	1	3878	3878
3176	1	3881	3881
3068	1	3883	293685
3121	1	3889	3889
2824	1	3889	293687
1814	1	3891	3891
1091	1	3891	293692
1786	1	3891	293696
627	1	3925	327979
2022	1	3935	3939
492	1	3941	3946
1363	1	3947	293743
194	1	3963	3963
2485	1	3963	293754
3861	1	3965	293761
2879	1	3970	3970
730	1	3970	293772
3430	1	3976	3976
3222	1	3976	293777
1472	1	3983	3983
1063	1	3986	3986
1987	1	3986	293791
1527	1	3988	3988
2201	1	3988	293793
2120	1	3988	293794
2449	1	3988	293798
1314	1	4001	4001
3818	1	4004	4004
2110	1	4010	4010
1601	1	4010	327961
429	1	4012	4012
1516	1	4012	293839
1059	1	4012	293840
3626	1	4019	4019
4108	1	4019	4021
2731	1	4019	293852
1190	1	4022	4022
3351	1	4022	293862
3790	1	4028	4028
3630	1	4055	4055
1758	1	4058	4058
3063	1	4060	4060
2878	1	4064	293907
2025	1	4070	293920
3830	1	4093	4093
3012	1	4096	4096
359	1	4096	4098
497	1	4103	293958
3234	1	4120	4120
2049	1	4122	293979
1183	1	4122	293984
2059	1	4133	4133
590	1	4133	293994
2512	1	4145	4145
437	1	4166	294030
2210	1	4185	4185
695	1	4195	4195
3212	1	4197	4197
2183	1	4199	4199
3540	1	4207	294079
2263	1	4210	4210
2826	1	4210	294091
2159	1	4215	4215
2793	1	4215	294101
1370	1	4224	4224
3336	1	4230	4230
2384	1	4230	294114
2944	1	4230	327952
3839	1	4234	4234
283	1	4237	294126
2652	1	4239	294129
2799	1	4239	294130
894	1	4239	294132
3126	1	4246	294135
1319	1	4251	294137
82	1	4253	4253
2536	1	4258	4260
1912	1	4261	4261
1863	1	4264	4264
541	1	4266	294174
3916	1	4269	294179
3737	1	4273	4273
1821	1	4275	294186
1160	1	4285	4285
309	1	4285	4310
2842	1	4285	294213
3370	1	4317	4317
2926	1	4340	4340
1061	1	4340	294236
2873	1	4340	294240
3823	1	4347	4347
3346	1	4349	294248
457	1	4349	294252
2124	1	4363	4363
835	1	4363	294259
126	1	4367	294261
2162	1	4372	4372
3363	1	4378	4378
1018	1	4378	294283
318	1	4389	4389
878	1	4389	294287
856	1	4397	4397
789	1	4401	4401
2507	1	4401	4409
3517	1	4411	4411
3193	1	4411	294318
3201	1	4416	4416
632	1	4418	4418
3429	1	4418	294326
1275	1	4432	4432
3772	1	4436	294351
3032	1	4438	4438
3401	1	4438	294360
3723	1	4446	4446
3519	1	4457	4457
2693	1	4459	4459
3946	1	4459	294384
462	1	4459	294392
1897	1	4473	4473
3833	1	4475	4475
3871	1	4489	4489
3721	1	4500	4500
452	1	4508	294453
159	1	4530	294464
3604	1	4546	4546
1386	1	4550	4550
1173	1	4552	4552
2070	1	4554	294492
3657	1	4572	4572
192	1	4572	294517
535	1	4579	294545
741	1	4589	4589
3258	1	4607	294577
1455	1	4623	294602
2847	1	4623	294608
2046	1	4634	294614
3974	1	4634	294616
4024	1	4642	4642
2284	1	4646	4646
2283	1	4646	4647
2224	1	4646	294624
3537	1	4648	4648
1651	1	4658	294650
2295	1	4658	329166
2144	1	4662	4662
765	1	4662	294654
3169	1	4685	294677
4010	1	4688	294680
4102	1	4695	4695
2208	1	4695	294685
3789	1	4700	4700
3471	1	4702	4702
3951	1	4711	4711
1482	1	4721	294734
2157	1	4734	294745
1052	1	4734	294747
2528	1	4736	4736
2558	1	4736	294754
2587	1	4736	294757
178	1	4741	4741
2950	1	4745	4745
1662	1	4745	294769
907	1	4749	4749
2205	1	4762	4762
551	1	4762	294783
3753	1	4765	4765
1176	1	4795	294812
549	1	4830	4830
3643	1	4830	294842
2987	1	4834	294845
3236	1	4834	294846
1285	1	4838	4838
3558	1	4838	294849
1284	1	4838	294850
3202	1	4849	4849
1481	1	4849	294865
1950	1	4849	294866
2321	1	4870	294883
2419	1	4870	294889
2385	1	4880	4880
2927	1	4890	4890
3192	1	4901	4901
3312	1	4901	294922
2868	1	4903	294925
893	1	4905	294929
3062	1	4905	294930
2573	1	4922	4922
911	1	4922	4924
3301	1	4922	294943
3038	1	4940	294974
2024	1	4970	4970
3360	1	4973	4973
1669	1	4973	295016
1591	1	4978	295024
1434	1	4982	4982
3164	1	4987	4987
3249	1	4987	295038
423	1	4999	4999
3251	1	5003	295058
2395	1	5013	5013
1078	1	5021	5021
3743	1	5021	295073
2985	1	5023	5023
2829	1	5023	295082
3139	1	5031	5031
2537	1	5036	5036
2970	1	5036	295095
1488	1	5040	295104
1582	1	5040	295105
2176	1	5051	5051
3048	1	5051	295111
2214	1	5051	295112
2845	1	5054	295113
1150	1	5068	5068
3190	1	5078	5078
713	1	5082	5082
3501	1	5091	295165
2299	1	5091	328823
3052	1	5106	5106
2603	1	5106	295177
1149	1	5115	5115
3292	1	5115	295197
1822	1	5127	5127
2989	1	5131	5131
1609	1	5142	5142
2575	1	5145	5145
256	1	5152	5152
3397	1	5171	5171
925	1	5179	5179
3838	1	5193	5193
2244	1	5204	5204
2836	1	5204	295304
3627	1	5219	5219
2765	1	5235	295329
2604	1	5235	295334
454	1	5250	5257
2075	1	5261	5261
3594	1	5261	295354
2732	1	5268	5268
3325	1	5276	295374
3428	1	5276	295375
1994	1	5278	5278
636	1	5286	295392
970	1	5296	5296
3198	1	5299	295402
172	1	5303	5303
2914	1	5303	295410
954	1	5318	5318
3666	1	5318	295424
2833	1	5325	5325
2795	1	5329	295436
3337	1	5342	5342
1490	1	5346	295458
3077	1	5353	5353
3273	1	5365	5365
2423	1	5367	295486
2044	1	5378	5378
1215	1	5380	5380
3582	1	5382	5382
2988	1	5386	5386
1309	1	5392	5392
1657	1	5415	5415
264	1	5415	5428
1568	1	5415	295526
641	1	5430	5430
3147	1	5439	5439
1124	1	5439	295548
3635	1	5445	5445
2949	1	5445	295557
3138	1	5464	295584
3075	1	5464	295585
1749	1	5484	5484
2098	1	5506	5506
513	1	5506	295623
540	1	5509	295631
1404	1	5522	295645
1402	1	5524	5524
2964	1	5528	5528
927	1	5531	295657
143	1	5548	295678
2065	1	5548	295680
2150	1	5558	5558
3403	1	5560	295686
3809	1	5564	5564
385	1	5567	5567
1385	1	5567	5568
2170	1	5567	295696
1384	1	5567	295697
3556	1	5573	5573
3738	1	5587	5587
214	1	5601	5601
2741	1	5620	295760
840	1	5622	5622
3913	1	5629	5629
1946	1	5629	295778
2596	1	5648	0
2289	1	5648	295812
721	1	5656	295817
3760	1	5669	5669
3122	1	5669	295838
3867	1	5675	5675
917	1	5675	295848
1612	1	5675	295852
1509	1	5681	295865
2435	1	5696	5698
3003	1	5702	5702
1670	1	5702	295893
397	1	5706	5706
3459	1	5712	5712
2052	1	5721	5721
4032	1	5723	5723
1983	1	5723	329167
4019	1	5735	5735
3310	1	5736	5736
2184	1	5736	295942
2978	1	5759	5759
3869	1	5759	295963
3475	1	5761	5761
3093	1	5764	5764
3400	1	5774	5774
2177	1	5778	5778
2102	1	5778	295989
3100	1	5783	5783
3288	1	5788	5788
2885	1	5790	295998
2501	1	5790	296000
2326	1	5799	5799
785	1	5806	5806
555	1	5806	296018
1346	1	5817	5817
1345	1	5817	328820
1029	1	5821	5821
2209	1	5824	296039
398	1	5828	328819
4015	1	5838	296060
158	1	5876	296099
2229	1	5881	5881
4107	1	5883	5883
3509	1	5887	5887
489	1	5887	296112
2508	1	5887	296116
3225	1	5890	5890
3876	1	5895	5895
849	1	5895	296126
2676	1	5907	5907
3195	1	5909	5909
263	1	5909	296141
3381	1	5909	296145
2840	1	5916	5916
3396	1	5920	5920
2812	1	5920	5924
3806	1	5920	296155
3842	1	5925	5925
2855	1	5925	296161
2063	1	5927	5927
2661	1	5927	296166
90	1	5934	5934
2484	1	5934	296171
424	1	5948	5948
2929	1	5961	5961
2399	1	5964	296200
1334	1	5968	5968
616	1	5970	328817
2519	1	5972	5972
3255	1	5980	5980
3820	1	5980	296226
3055	1	5985	296234
2684	1	5997	5997
3097	1	6007	296265
2638	1	6010	328815
634	1	6013	6013
4011	1	6016	6016
1639	1	6027	296287
3015	1	6027	296290
3691	1	6035	6035
3469	1	6047	6047
598	1	6052	6052
552	1	6052	296312
3262	1	6060	6060
3243	1	6060	296325
826	1	6086	6086
577	1	6091	6091
1554	1	6091	296361
1581	1	6091	296362
166	1	6091	296364
207	1	6095	6095
3587	1	6118	296382
2707	1	6141	296398
1926	1	6159	6159
2113	1	6159	296420
872	1	6163	296429
1564	1	6175	6175
3706	1	6191	6191
1871	1	6197	6197
1681	1	6197	6198
606	1	6199	6199
1647	1	6199	296465
409	1	6216	6217
3385	1	6237	6237
3404	1	6254	6254
3574	1	6254	296530
3058	1	6261	6261
2143	1	6269	6269
2273	1	6278	296570
674	1	6278	296571
751	1	6290	296591
2288	1	6333	296618
3300	1	6336	6336
2668	1	6347	6347
3426	1	6364	6364
3352	1	6368	6368
3020	1	6372	6372
1417	1	6374	296667
3840	1	6387	296688
3994	1	6394	6394
477	1	6396	6396
951	1	6403	6404
2231	1	6425	0
3368	1	6430	296749
915	1	6439	6439
1213	1	6444	296765
1487	1	6446	296775
1050	1	6450	296783
1932	1	6454	6454
1875	1	6468	6468
1257	1	6479	6479
152	1	6496	296834
3874	1	6496	296835
1663	1	6496	296837
883	1	6496	296845
724	1	6512	6512
3719	1	6516	6516
1818	1	6523	6523
1895	1	6523	302860
3686	1	6530	6530
1715	1	6540	6540
3341	1	6542	6542
1906	1	6551	6551
3747	1	6553	6553
948	1	6556	6556
3408	1	6560	6560
2362	1	6568	6568
823	1	6579	6579
2187	1	6586	6586
3695	1	6592	296920
626	1	6592	296921
601	1	6599	6599
2597	1	6607	296938
2953	1	6610	6610
775	1	6614	6614
830	1	6619	6619
2493	1	6619	296950
681	1	6624	6624
831	1	6633	6633
3474	1	6633	296966
2695	1	6633	296968
1761	1	6636	6636
1723	1	6636	296971
2274	1	6663	6663
2292	1	6690	6690
3132	1	6693	297011
885	1	6698	6698
3676	1	6711	6711
2314	1	6714	6714
2349	1	6716	6716
2174	1	6721	297035
3407	1	6727	6727
3324	1	6733	6733
3256	1	6748	6748
3321	1	6748	297059
2152	1	6760	6760
1051	1	6764	6764
3767	1	6771	6771
3791	1	6780	297083
3209	1	6780	297084
2367	1	6784	6784
232	1	6798	6798
1655	1	6800	6800
877	1	6810	6810
762	1	6810	297115
2835	1	6810	297116
123	1	6810	297118
471	1	6831	297156
870	1	6842	6842
2371	1	6847	6847
2946	1	6850	6850
2780	1	6852	297181
3244	1	6860	297185
3832	1	6863	6863
1862	1	6875	6875
1864	1	6881	6881
2945	1	6885	6885
2969	1	6891	6891
3611	1	6901	6901
548	1	6905	6905
1526	1	6924	6924
795	1	6940	6940
1388	1	6942	6942
2226	1	6950	297271
3846	1	6957	6957
3487	1	6973	6973
3379	1	6990	6990
3875	1	6990	297329
2204	1	7008	327758
2195	1	7019	7019
2265	1	7030	7030
2784	1	7030	297375
2816	1	7030	297377
2394	1	7035	7035
3857	1	7049	7049
2706	1	7056	7056
1520	1	7060	7060
2346	1	7068	7068
3092	1	7071	7071
1539	1	7071	297452
1969	1	7099	7099
345	1	7117	7117
3317	1	7132	7132
2087	1	7132	297524
3577	1	7136	7136
3513	1	7143	7143
1903	1	7148	7148
2614	1	7159	297559
3924	1	7169	7169
2922	1	7169	297575
2197	1	7172	7172
740	1	7177	7177
2951	1	7177	297595
2995	1	7177	297601
1889	1	7201	7201
2497	1	7207	7207
2931	1	7211	7211
1910	1	7211	297628
1852	1	7224	7224
1426	1	7233	297651
307	1	7252	7252
702	1	7252	297670
1573	1	7260	7260
3954	1	7260	7271
4028	1	7283	7283
1164	1	7298	7298
2211	1	7298	297732
480	1	7313	7313
391	1	7347	7363
814	1	7365	7365
3709	1	7373	7373
1175	1	7373	297790
1854	1	7380	7380
1270	1	7386	0
1271	1	7386	7386
3345	1	7386	297812
2625	1	7416	297827
1803	1	7456	7456
2036	1	7475	7475
2883	1	7484	7484
1219	1	7491	7491
2329	1	7491	297886
3546	1	7508	7508
1359	1	7508	297909
3800	1	7521	7521
335	1	7561	7561
2051	1	7561	297951
615	1	7578	7578
1656	1	7586	7586
801	1	7595	7595
940	1	7607	7607
1396	1	7628	298031
100	1	7634	7634
3318	1	7637	7637
3632	1	7637	298038
2119	1	7641	7641
1473	1	7648	7648
2972	1	7655	7655
1491	1	7689	7689
2993	1	7693	7693
3217	1	7697	7697
1741	1	7699	7699
2918	1	7703	298146
3495	1	7723	7723
516	1	7725	7725
2828	1	7727	7727
2472	1	7727	298174
2540	1	7739	7739
1446	1	7753	0
1574	1	7753	298203
2947	1	7766	7766
3878	1	7768	298229
1940	1	7771	7771
3173	1	7780	7780
3309	1	7783	7783
2067	1	7783	298245
2254	1	7790	7790
3174	1	7797	7797
648	1	7800	7800
3952	1	7802	7802
3378	1	7804	7804
3443	1	7805	7805
3253	1	7815	7817
3464	1	7818	7818
441	1	7824	298294
3088	1	7835	298308
418	1	7853	7853
747	1	7855	298337
2487	1	7861	298343
1227	1	7869	298352
176	1	7871	298357
2938	1	7874	7874
3673	1	7876	7876
3739	1	7878	7878
646	1	7883	7883
1369	1	7891	7891
904	1	7891	298372
972	1	7891	298373
2533	1	7898	7898
3064	1	7900	298378
3765	1	7903	7903
2822	1	7915	298391
3797	1	7920	7920
3543	1	7922	7922
2430	1	7924	7924
3771	1	7924	298406
3675	1	7926	7926
3266	1	7928	7928
3595	1	7934	7934
1620	1	7954	7954
3440	1	7968	7968
1595	1	7970	298464
2715	1	7970	298467
2524	1	7992	298495
2601	1	8005	8005
394	1	8005	298503
3111	1	8016	8016
2730	1	8016	328519
574	1	8021	8021
1407	1	8045	8045
3153	1	8057	8057
1690	1	8067	298561
2633	1	8077	8077
1575	1	8077	298572
1602	1	8083	8083
3353	1	8108	298596
1820	1	8114	8114
1155	1	8131	8131
2199	1	8131	8132
1988	1	8131	298615
2088	1	8133	298616
715	1	8150	298639
2962	1	8179	8179
2568	1	8185	8185
2590	1	8185	298666
1750	1	8185	298667
2928	1	8185	298670
3973	1	8209	298679
3074	1	8226	298691
3241	1	8231	8231
3283	1	8235	8235
3011	1	8237	8237
995	1	8250	298720
1197	1	8269	8269
216	1	8269	298726
666	1	8273	8273
1252	1	8278	8278
2911	1	8282	8282
1024	1	8282	298746
206	1	8292	8292
3607	1	8292	298751
1560	1	8292	298752
3133	1	8296	8296
1551	1	8296	298756
3213	1	8301	8301
3535	1	8303	8303
2315	1	8303	298770
821	1	8306	8306
2900	1	8311	8311
348	1	8313	8313
1499	1	8313	298784
3712	1	8315	8315
3651	1	8319	8319
1168	1	8335	8335
1453	1	8335	298816
1169	1	8335	298817
503	1	8337	8337
3992	1	8337	298826
2238	1	8361	298850
649	1	8361	298854
637	1	8392	8396
2525	1	8404	8404
2179	1	8406	298897
2905	1	8409	298900
591	1	8413	298903
2353	1	8418	8418
3389	1	8418	298906
3460	1	8418	298909
1778	1	8426	8426
3208	1	8442	298929
124	1	8445	8445
405	1	8500	8500
3751	1	8510	8510
1380	1	8516	8516
3652	1	8516	298969
862	1	8527	298973
1425	1	8527	298980
2398	1	8532	8532
1048	1	8535	8538
3981	1	8539	8539
587	1	8587	8587
102	1	8593	8593
406	1	8637	8637
272	1	8650	8650
1269	1	8650	299115
3696	1	8659	8659
1378	1	8659	299125
1673	1	8687	299151
393	1	8693	8693
1996	1	8695	8695
1315	1	8704	8704
863	1	8714	8714
2310	1	8718	299199
2388	1	8720	8720
1546	1	8723	8723
1460	1	8730	8730
2549	1	8735	8735
3856	1	8737	8737
2281	1	8737	299234
2893	1	8762	299267
182	1	8812	299330
191	1	8834	8834
4103	1	8839	8839
448	1	8854	8854
1107	1	8856	299385
1087	1	8888	8888
1258	1	8897	8897
2538	1	8899	8899
3815	1	8908	299445
1211	1	8908	299446
994	1	8918	8918
459	1	8918	299467
1583	1	8963	8963
1394	1	8963	299475
1879	1	9060	9060
1259	1	9090	9090
3196	1	9113	9113
1956	1	9131	9131
2570	1	9131	9132
1289	1	9183	9183
650	1	9183	299629
799	1	9187	9187
456	1	9188	9188
2117	1	9188	9195
1881	1	9235	9235
1291	1	9235	9255
1142	1	9257	9257
2013	1	9271	299730
3725	1	9285	9285
3293	1	9306	9306
3427	1	9316	9316
3998	1	9319	9319
119	1	9323	9323
3868	1	9335	9335
390	1	9357	9357
1375	1	9359	9359
777	1	9426	9426
2578	1	9426	9430
3328	1	9438	299898
1543	1	9454	9454
846	1	9456	9456
2725	1	9459	9459
2716	1	9463	9463
12	1	9466	9466
4012	1	9472	299931
3240	1	9488	9488
3662	1	9490	9490
1502	1	9503	9503
1788	1	9505	9505
2738	1	9512	9512
2095	1	9524	9524
1628	1	9526	9526
2948	1	9533	328763
1196	1	9554	9554
1734	1	9562	9562
3555	1	9569	286097
581	1	9569	287705
1009	1	9569	287708
2001	1	9570	9570
2671	1	9575	9575
1503	1	9575	328795
116	1	9579	9579
1604	1	9584	9584
482	1	9598	9598
842	1	9600	9600
1497	1	9600	300053
177	1	9604	9604
430	1	9614	9614
3070	1	9616	9616
3455	1	9616	300071
3089	1	9621	9621
2404	1	9621	300079
1537	1	9630	9630
3152	1	9630	300091
3637	1	9633	9633
3752	1	9637	9638
3205	1	9644	9644
773	1	9654	9654
1466	1	9658	9658
3575	1	9660	300114
2246	1	9660	300115
2744	1	9669	300122
3602	1	9680	9680
2717	1	9692	9692
3554	1	9695	9695
1166	1	9700	300146
3237	1	9700	300147
1979	1	9705	300158
3203	1	9721	9721
2489	1	9745	9745
2903	1	9759	9759
1003	1	9759	300192
2108	1	9763	9763
3247	1	9769	9769
316	1	9769	9770
3165	1	9771	9771
1177	1	9775	9775
797	1	9781	9781
798	1	9781	300217
3257	1	9785	300222
2426	1	9788	9788
490	1	9796	9796
2955	1	9796	300244
3339	1	9800	9800
1779	1	9804	9804
1999	1	9804	300251
3348	1	9817	9817
2817	1	9817	300266
2086	1	9823	9823
1759	1	9831	9831
3095	1	9833	9833
3420	1	9841	9841
2534	1	9846	9846
2598	1	9851	9851
1853	1	9853	9853
3492	1	9855	9855
2099	1	9857	9857
704	1	9861	9861
3854	1	9868	9868
1654	1	9871	9871
2217	1	9883	9883
