id	ior	uor	equipe
2396	1	9944	9944
168	1	10051	300411
2337	1	10057	10057
3418	1	10059	10059
380	1	10069	300440
3710	1	10073	300450
2616	1	10073	300451
586	1	10085	10085
1649	1	10138	10138
2702	1	10141	10141
2685	1	10158	10158
1512	1	10158	10170
811	1	10172	10172
1501	1	10172	300514
3713	1	10178	10178
1905	1	10178	300525
556	1	10181	10181
2939	1	10181	300531
105	1	10181	300533
341	1	10191	300547
3490	1	10203	10203
3260	1	10203	300571
1144	1	10209	10209
2631	1	10213	10213
2005	1	10226	10226
1283	1	10260	10260
501	1	10260	300619
1420	1	10283	10283
1913	1	10311	10311
1997	1	10311	300648
2894	1	10331	10331
2849	1	10396	10396
819	1	10408	10408
2240	1	10420	10420
3437	1	10429	10429
2734	1	10447	300883
2552	1	10447	300888
827	1	10455	300903
536	1	10490	10490
2735	1	10490	300914
3276	1	10501	10501
382	1	10504	10504
2746	1	10506	300955
1831	1	10512	300960
1993	1	10528	85108
1331	1	10528	337739
79	1	10528	337740
2818	1	10531	10531
958	1	10531	284581
2801	1	10531	285446
1679	1	10531	285465
2747	1	10531	445906
2808	1	10531	456034
913	1	10536	79376
2357	1	10536	287416
3544	1	10536	450770
1006	1	10544	79771
2458	1	10544	79772
800	1	10544	79773
1307	1	10544	79834
2582	1	10544	286266
1000	1	10544	286376
993	1	10544	286380
1242	1	10544	286385
572	1	10544	286392
2710	1	10544	286397
1110	1	10544	286402
1328	1	10544	286403
2820	1	10544	286404
2777	1	10544	286406
273	1	10544	286412
4013	1	10544	286912
1153	1	10544	448648
1339	1	10612	286703
1199	1	10612	287371
2526	1	10612	287443
1800	1	10612	287446
3559	1	10612	287472
381	1	10612	443649
56	1	10612	443657
3722	1	10649	10649
3683	1	10655	10655
2754	1	10661	10661
2469	1	10671	10671
2727	1	10671	301089
3254	1	10708	10708
1382	1	10708	301092
3115	1	10711	10711
3114	1	10711	301093
3629	1	10713	10713
4033	1	10718	10718
3661	1	10721	10721
2038	1	10725	10725
1349	1	10727	10727
1357	1	10729	10729
3144	1	10729	301107
3511	1	10743	10743
3344	1	10748	10748
2092	1	10754	10754
3776	1	10756	301130
2979	1	10770	10770
2852	1	10772	301141
3219	1	10783	301151
2010	1	10788	10788
3803	1	10792	10792
892	1	10792	301160
155	1	10792	301162
1390	1	10794	10794
3060	1	10794	301164
2401	1	10794	328757
2301	1	10796	10796
576	1	10798	10800
2190	1	10812	301186
1186	1	10819	10819
1577	1	10825	10825
1548	1	10836	10836
2874	1	10839	10839
1484	1	10842	10842
3963	1	10842	301213
1221	1	10868	10869
314	1	10876	10876
1667	1	10892	10892
2306	1	10899	10899
1528	1	10899	301249
725	1	10899	301252
3314	1	10901	10901
1783	1	10904	10904
3945	1	10906	10906
1592	1	10908	301265
653	1	10910	10910
1992	1	10912	10912
2155	1	10912	301272
1389	1	10929	10929
3393	1	10929	301274
2689	1	10929	301276
3042	1	10942	301282
2496	1	10944	328741
368	1	10962	10962
3855	1	10964	301303
2450	1	10971	10971
3736	1	10983	10983
2809	1	11005	11005
3649	1	11017	11017
1832	1	11022	11022
3864	1	11043	301354
2425	1	11047	11047
639	1	11049	11049
1468	1	11059	301369
1720	1	11063	11063
1941	1	11065	11065
1771	1	11065	301373
3576	1	11068	11068
198	1	11074	301384
1976	1	11078	11078
1365	1	11078	301386
3416	1	11081	11081
2134	1	11086	11086
2915	1	11086	301398
258	1	11086	301399
1955	1	11088	11088
3698	1	11088	301402
860	1	11096	11096
3228	1	11113	11113
3740	1	11115	11115
1967	1	11122	11122
113	1	11136	11136
2066	1	11140	11140
1675	1	11146	11146
2930	1	11150	11150
2749	1	11153	11153
2691	1	11153	301464
205	1	11169	11169
3977	1	11173	11173
2343	1	11178	11178
981	1	11183	11183
3304	1	11187	11187
2267	1	11205	11205
530	1	11205	11654
2260	1	11205	301509
1454	1	11222	301528
2963	1	11228	11228
1605	1	11229	11229
2257	1	11255	11255
3279	1	11262	11262
1843	1	11266	11266
2032	1	11273	301572
3688	1	11275	11275
2048	1	11276	11276
1966	1	11280	301609
1915	1	11284	11284
3010	1	11286	11286
3027	1	11302	11302
2140	1	11304	11304
2807	1	11309	11309
1171	1	11309	301633
2440	1	11312	11312
1817	1	11318	11318
3527	1	11322	11322
2924	1	11324	301647
1412	1	11341	301663
998	1	11348	11348
3316	1	11353	11353
1703	1	11353	301673
739	1	11356	11356
980	1	11371	301689
3663	1	11384	11390
3277	1	11393	11393
1960	1	11399	11399
1057	1	11399	328737
3259	1	11403	11403
3622	1	11403	301724
3168	1	11409	11409
415	1	11409	301731
3633	1	11411	11411
3560	1	11416	11416
1410	1	11425	301745
3218	1	11437	11437
778	1	11437	301770
3066	1	11443	11443
186	1	11447	301785
2461	1	11452	11452
3000	1	11457	11457
1894	1	11461	11461
2417	1	11465	301802
3049	1	11472	11472
720	1	11490	301817
3340	1	11495	11495
1872	1	11497	301821
784	1	11501	11501
3442	1	11514	11514
1593	1	11520	301855
2250	1	11527	11527
3211	1	11556	11556
1415	1	11563	11563
2477	1	11566	11566
3130	1	11580	11580
2605	1	11582	301904
2843	1	11595	11595
3261	1	11599	11599
1510	1	11630	11630
3890	1	11648	11648
1736	1	11652	11652
3549	1	11654	11654
680	1	11654	301964
3718	1	11672	11672
2473	1	11697	11697
1045	1	11704	11704
2082	1	11704	302007
1419	1	11715	11715
916	1	11726	11726
2839	1	11742	302049
3391	1	11754	11754
1046	1	11770	11770
1088	1	11774	11774
3289	1	11774	302079
2196	1	11783	11783
3701	1	11792	11792
2680	1	11792	328713
1531	1	11797	302100
900	1	11804	11804
2061	1	11807	302108
3884	1	11813	11813
338	1	11815	11815
1498	1	11815	302121
1480	1	11815	341224
2068	1	11819	11819
3524	1	11823	302133
2984	1	11832	11832
2444	1	11837	11837
2659	1	11837	302139
3290	1	11849	11849
3120	1	11849	302151
617	1	11869	11869
1267	1	11869	302177
2574	1	11872	11872
1445	1	11872	302182
3361	1	11882	11882
791	1	11884	11884
1500	1	11897	302201
2980	1	11914	11914
1765	1	11916	11916
3197	1	11931	11931
2333	1	11939	11939
2365	1	11954	11954
853	1	11956	11956
3135	1	11958	302277
3525	1	11965	302279
2078	1	11965	302282
2688	1	11978	11978
2379	1	11980	11980
4105	1	11990	11990
667	1	11990	302310
3072	1	12022	12022
3185	1	12032	12032
1937	1	12037	12037
1438	1	12047	12047
511	1	12059	12059
1641	1	12059	302374
331	1	12067	12067
1120	1	12072	12072
3084	1	12073	12073
2769	1	12078	12078
1553	1	12083	302409
2167	1	12085	302411
3486	1	12097	302418
1836	1	12099	12099
2786	1	12108	12108
1013	1	12112	12112
3298	1	12112	302425
3018	1	12117	12117
3444	1	12124	12124
763	1	12132	12132
691	1	12135	12135
1163	1	12139	12139
2612	1	12139	302445
1457	1	12149	12149
3059	1	12151	12151
3883	1	12151	302457
3355	1	12162	12162
3605	1	12164	12164
1304	1	12167	302472
1697	1	12171	302475
3057	1	12193	12193
3306	1	12205	302504
2627	1	12208	302507
3343	1	12211	12211
3424	1	12219	302517
2917	1	12222	302520
942	1	12224	12224
771	1	12224	302521
2495	1	12230	302527
3759	1	12243	12243
3136	1	12248	12248
528	1	12251	12251
1963	1	12253	12253
758	1	12255	12255
4026	1	12266	12266
3653	1	12269	12269
3788	1	12271	12271
3191	1	12282	302577
929	1	12286	12286
3129	1	12288	302595
2182	1	12290	12290
1132	1	12304	302610
2600	1	12312	12312
2168	1	12314	302616
2781	1	12317	12317
531	1	12319	302620
706	1	12333	12333
3844	1	12335	12335
3505	1	12335	302635
473	1	12345	12345
887	1	12357	12357
1904	1	12357	302660
2742	1	12359	12359
3848	1	12362	12362
1518	1	12366	12366
3131	1	12380	12381
2737	1	12389	12389
3078	1	12393	12393
2220	1	12402	12402
2481	1	12404	12404
787	1	12409	12409
3491	1	12421	12421
3523	1	12421	302716
542	1	12437	302730
1922	1	12444	12444
1676	1	12459	12459
2999	1	12459	302750
1973	1	12459	302751
2825	1	12466	12466
1318	1	12466	302766
957	1	12466	302767
1566	1	12476	12476
3650	1	12481	12481
1819	1	12481	302774
1691	1	12497	12497
3384	1	12499	12499
2331	1	12499	302806
3278	1	12507	12507
3620	1	12507	327936
117	1	12535	12535
2759	1	12547	12547
2268	1	12550	12550
1079	1	12558	12558
2169	1	12563	12563
2243	1	12577	12577
2733	1	12582	12589
3581	1	12582	302877
3125	1	12595	12595
3966	1	12595	12612
1989	1	12621	12621
1055	1	12636	12636
752	1	12638	12638
553	1	12638	302923
1615	1	12640	302928
924	1	12644	12644
1907	1	12661	12661
2983	1	12665	12665
2034	1	12670	12670
136	1	12672	12672
979	1	12677	12677
2043	1	12685	12685
2569	1	12693	302965
1918	1	12702	12702
1237	1	12709	12709
1953	1	12720	12720
719	1	12722	302992
2850	1	12724	12724
1001	1	12724	302994
2317	1	12724	302995
1631	1	12749	12749
3406	1	12753	12755
3502	1	12764	12764
3775	1	12769	12769
568	1	12771	12771
991	1	12778	303032
3116	1	12778	303034
3488	1	12790	12790
1859	1	12801	303050
3568	1	12801	345610
2682	1	12814	12814
2851	1	12826	12826
3934	1	12826	12839
2996	1	12840	12840
3835	1	12843	12843
3117	1	12843	80986
1981	1	12868	12868
3801	1	12872	12872
1909	1	12886	12886
902	1	12888	12888
3238	1	12904	12904
3724	1	12909	12909
1156	1	12965	12965
1290	1	12965	303221
3216	1	12977	12977
547	1	12977	303233
1422	1	12977	303234
1462	1	12983	12983
2037	1	12987	12987
2853	1	12987	303245
99	1	12992	12992
3654	1	12992	303256
3947	1	12992	303257
1200	1	13010	13010
3264	1	13018	13018
914	1	13028	13028
2651	1	13037	13037
1159	1	13037	303321
1400	1	13050	13050
2920	1	13050	303329
349	1	13058	13058
3434	1	13076	13076
3508	1	13089	13089
3689	1	13101	13101
599	1	13106	13106
3720	1	13106	13110
1308	1	13106	303413
2242	1	13106	303415
3086	1	13113	13113
766	1	13119	13119
1529	1	13122	303435
2626	1	13124	13124
1467	1	13124	303436
3044	1	13126	13126
3347	1	13131	13131
988	1	13134	13134
2505	1	13134	303451
602	1	13143	13143
3473	1	13152	13152
2057	1	13160	13160
3158	1	13163	13163
679	1	13176	13176
1961	1	13178	13178
3252	1	13215	303500
1154	1	13229	13229
1827	1	13248	13248
2275	1	13299	13299
241	1	13304	13304
1495	1	13309	303590
3678	1	13327	13327
442	1	13327	303615
2287	1	13362	303645
2861	1	13367	13367
2865	1	13367	303650
3357	1	13369	13369
122	1	13376	13376
1982	1	13381	13381
3419	1	13392	13392
1536	1	13399	13399
366	1	13415	13415
2602	1	13419	303729
2218	1	13424	13424
2372	1	13442	13442
1646	1	13462	13462
3742	1	13464	13464
1268	1	13464	303790
1870	1	13470	13470
435	1	13476	303817
2335	1	13476	303819
3235	1	13487	13487
1640	1	13490	300705
3113	1	13490	303832
1074	1	13490	303834
3804	1	13500	13500
1550	1	13502	13502
217	1	13502	303857
1900	1	13512	13512
1608	1	13512	303862
2219	1	13543	13543
453	1	13553	13553
3813	1	13553	13556
230	1	13557	13557
249	1	13557	303895
1239	1	13557	303896
353	1	13568	13568
3497	1	13571	13571
2313	1	13576	13576
2062	1	13576	303947
3275	1	13585	13585
3140	1	13585	303956
1090	1	13587	13587
3943	1	13589	13589
1588	1	13592	285024
2599	1	13596	13596
271	1	13609	13609
364	1	13627	13627
3758	1	13627	304016
3151	1	13636	13636
1757	1	13644	13644
2752	1	13644	304043
92	1	13646	13646
2223	1	13658	13658
742	1	13663	13663
3189	1	13669	13669
199	1	13669	304082
3155	1	13696	13696
1276	1	13711	13711
202	1	13714	13714
595	1	13719	13719
733	1	13724	13724
3988	1	13724	304150
732	1	13724	304151
3741	1	13739	13739
1838	1	13742	13742
1866	1	13749	13749
3159	1	13749	304170
937	1	13754	13754
3402	1	13759	13759
1443	1	13782	13782
2071	1	13784	13784
494	1	13794	13794
432	1	13796	13796
4109	1	13798	13798
2290	1	13800	13800
864	1	13800	304271
3050	1	13800	304273
375	1	13800	304275
3308	1	13800	304277
173	1	13804	13804
94	1	13804	304283
3672	1	13805	13805
910	1	13828	304333
1927	1	13859	13859
3031	1	13863	13863
3588	1	13869	13869
3614	1	13871	13871
1023	1	13871	304395
1797	1	13888	304428
2215	1	13897	13897
3461	1	13905	13905
2672	1	13914	13914
1519	1	13914	304459
678	1	13921	304474
61	1	13923	13923
1178	1	13946	13946
1576	1	13946	342456
1165	1	13951	13951
888	1	13972	13972
3545	1	13975	13975
2595	1	13979	13979
1569	1	13979	304585
1567	1	13997	13997
3269	1	13997	304613
693	1	14007	14007
1754	1	14018	14018
2779	1	14040	14040
2269	1	14048	14048
2172	1	14048	304668
2584	1	14048	304670
2100	1	14051	304679
1133	1	14060	14060
2279	1	14075	14079
2129	1	14080	342455
1128	1	14111	14111
1354	1	14125	14125
1668	1	14128	14128
2499	1	14133	14133
3564	1	14133	304776
1008	1	14133	304779
871	1	14133	304783
607	1	14160	14160
85	1	14167	14167
845	1	14167	304835
1887	1	14177	14177
987	1	14177	304851
1137	1	14182	14184
1198	1	14182	327916
3891	1	14185	14185
3282	1	14189	14189
3146	1	14193	14193
3043	1	14213	14213
2023	1	14226	14226
1140	1	14226	304935
1565	1	14283	305031
3754	1	14295	14295
1111	1	14308	14308
3865	1	14308	305060
1204	1	14325	14325
1131	1	14325	14330
3484	1	14336	14336
3968	1	14346	14346
1240	1	14351	14351
561	1	14351	305104
2539	1	14361	14361
2608	1	14381	14381
3909	1	14381	305140
1633	1	14386	14386
3841	1	14386	305146
3811	1	14386	305150
1475	1	14389	305159
1804	1	14396	14396
2751	1	14408	14408
976	1	14421	14421
759	1	14421	305182
1845	1	14439	14439
3374	1	14451	14451
2421	1	14451	305242
195	1	14451	305246
1441	1	14458	305260
3422	1	14467	14467
2334	1	14470	14470
2692	1	14484	305295
1311	1	14486	14486
290	1	14491	14491
2125	1	14495	14495
2729	1	14499	14502
3483	1	14511	14511
3296	1	14513	14513
2424	1	14517	14517
3166	1	14519	14519
3619	1	14519	305378
1816	1	14519	305379
1167	1	14557	14557
1896	1	14557	26327
857	1	14557	305435
1181	1	14557	305442
270	1	14560	14560
2002	1	14560	305452
844	1	14567	14567
537	1	14596	328584
222	1	14596	328596
2456	1	14605	14605
3047	1	14615	14615
3953	1	14615	305532
2975	1	14621	305534
3119	1	14623	14623
1470	1	14635	305560
2762	1	14635	305563
389	1	14637	305565
413	1	14642	305571
3991	1	14650	14652
1273	1	14654	14654
2304	1	14656	14656
3452	1	14706	14706
1793	1	14706	305647
2609	1	14713	14713
1325	1	14713	305658
2186	1	14718	305664
906	1	14724	14724
3644	1	14729	14729
2494	1	14729	305673
3911	1	14734	14734
1432	1	14742	305693
197	1	14747	305708
2530	1	14757	14757
2890	1	14757	305748
3557	1	14759	14759
3171	1	14759	305753
2783	1	14770	14770
2441	1	14784	14784
2432	1	14784	305798
3762	1	14800	14800
822	1	14800	305814
1829	1	14815	14815
3866	1	14839	14839
3831	1	14841	14841
701	1	14845	14845
1558	1	14847	14847
1442	1	14847	305877
2679	1	14865	14865
1571	1	14876	14876
1287	1	14878	14878
346	1	14878	305917
3467	1	14895	14895
1532	1	14910	14910
2074	1	14915	305968
737	1	14922	14922
2115	1	14922	305974
2339	1	14932	14932
3016	1	14939	14939
2555	1	14942	306006
3955	1	14944	14944
479	1	14981	14983
2986	1	14987	14987
2848	1	14991	14991
2866	1	14991	14992
1511	1	14991	306061
3268	1	14999	14999
722	1	15001	306076
1095	1	15009	15009
1115	1	15012	306102
3573	1	15012	306106
1523	1	15014	306121
3707	1	15021	15021
3609	1	15021	306125
3837	1	15021	306126
517	1	15047	15047
88	1	15047	306143
365	1	15078	15078
726	1	15078	306181
1911	1	15087	306187
2559	1	15093	328688
609	1	15095	15095
2003	1	15099	328680
699	1	15105	15105
1777	1	15112	15112
3598	1	15112	15121
1924	1	15112	306240
1978	1	15122	15122
2858	1	15132	306271
1618	1	15134	15134
1016	1	15136	15136
3656	1	15143	15143
1081	1	15148	15148
2761	1	15154	15154
593	1	15154	306328
2557	1	15167	15167
2719	1	15177	15177
1596	1	15178	15178
1579	1	15184	15184
571	1	15204	15204
1083	1	15240	306456
3067	1	15243	15243
3009	1	15243	306459
1613	1	15245	15245
2035	1	15246	15246
1471	1	15253	15253
793	1	15253	306491
3923	1	15259	306503
3779	1	15262	15262
698	1	15262	306513
3108	1	15262	306516
2466	1	15262	306517
1427	1	15266	341395
297	1	15267	15267
4036	1	15271	15271
1143	1	15277	15277
1313	1	15282	15282
1629	1	15282	341376
1776	1	15283	306619
1247	1	15289	15289
675	1	15290	15290
3983	1	15291	15291
3026	1	15296	15296
3331	1	15296	306652
286	1	15304	15304
226	1	15306	306691
3965	1	15306	306696
2409	1	15312	15312
2412	1	15312	329230
1456	1	15316	15316
3589	1	15321	15321
3118	1	15321	306713
1962	1	15323	15323
1632	1	15344	15344
820	1	15346	15346
2467	1	15346	327893
2106	1	15350	15350
2105	1	15350	15352
990	1	15350	306762
2298	1	15350	306765
2107	1	15350	306769
370	1	15362	15362
288	1	15371	15371
3090	1	15372	15372
3700	1	15372	306827
2556	1	15379	306830
1970	1	15391	15391
252	1	15403	15403
1125	1	15404	15404
1494	1	15404	306916
2593	1	15406	15406
2669	1	15412	15412
3161	1	15413	306950
1893	1	15421	15421
2531	1	15421	329267
1281	1	15436	307014
2649	1	15439	15439
3578	1	15439	307027
3265	1	15440	15440
2655	1	15447	15447
169	1	15457	307067
1118	1	15464	15464
7	1	15472	307121
1170	1	15473	15473
714	1	15478	15478
1557	1	15484	15484
3624	1	15491	15491
3993	1	15527	15527
1429	1	15527	307214
2909	1	15552	15552
2302	1	15552	307259
2610	1	15586	15586
804	1	15600	307327
498	1	15603	15603
1851	1	15606	15606
1811	1	15619	15619
1868	1	15625	15625
1317	1	15625	15643
1947	1	15645	15645
829	1	15645	307375
546	1	15655	307396
2386	1	15666	15666
1179	1	15671	15671
1965	1	15677	15677
899	1	15692	307439
220	1	15702	307454
1157	1	15717	15717
1637	1	15717	328671
1547	1	15738	307483
645	1	15743	15743
2361	1	15756	15759
1123	1	15756	307512
1597	1	15760	15760
2308	1	15760	307520
1648	1	15760	307521
3369	1	15770	15770
1877	1	15775	15775
3847	1	15793	307550
761	1	15803	15803
3933	1	15826	15826
2241	1	15837	15837
404	1	15851	15851
525	1	15855	15855
1704	1	15886	15886
1254	1	15890	15890
2142	1	15896	15896
1355	1	15904	15904
3733	1	15915	15915
3005	1	15931	15931
2247	1	15935	15935
1020	1	15953	15953
3008	1	15953	307815
1358	1	15960	15960
1589	1	15967	15967
2012	1	15971	15971
3103	1	15972	15972
3515	1	15976	15976
2566	1	15976	307851
231	1	15976	327959
1182	1	15978	15978
1439	1	15982	307866
3417	1	15998	15998
1447	1	16013	16013
2904	1	16033	16033
2863	1	16044	16044
2030	1	16044	307955
2545	1	16059	16059
1049	1	16063	16063
1477	1	16064	16064
2390	1	16064	307990
1644	1	16089	16089
1411	1	16089	308032
1764	1	16092	16092
1886	1	16139	16139
196	1	16156	16156
1086	1	16176	16176
1799	1	16198	16198
2899	1	16198	329222
1789	1	16212	16212
1617	1	16220	16220
1794	1	16220	308116
2375	1	16220	308126
131	1	16220	329251
1808	1	16257	16257
1939	1	16265	16265
1306	1	16273	16273
3014	1	16286	308196
3655	1	16301	16301
4035	1	16329	16329
412	1	16332	308250
343	1	16346	16346
354	1	16346	308256
2810	1	16350	308261
1586	1	16356	16356
973	1	16359	308271
3022	1	16365	16365
1774	1	16377	16377
260	1	16383	16383
4097	1	16391	16391
2194	1	16406	16406
2189	1	16410	16410
2876	1	16410	308323
2253	1	16426	16426
1873	1	16426	308342
1379	1	16426	308347
1805	1	16430	16430
1151	1	16433	16433
967	1	16455	16455
1552	1	16461	16461
1085	1	16470	16470
736	1	16504	16504
2643	1	16509	16509
2076	1	16524	16524
3863	1	16524	308466
1880	1	16526	16526
2163	1	16529	16529
3413	1	16531	16531
2532	1	16533	16533
360	1	16536	16536
377	1	16536	308481
1368	1	16538	308484
2974	1	16545	16545
2436	1	16548	16548
3028	1	16589	16589
2713	1	16595	16595
3821	1	16595	308541
3628	1	16600	24930
2535	1	16609	16609
3940	1	16609	308558
3834	1	16611	308560
1353	1	16613	16613
4099	1	16627	16627
2019	1	16652	16652
3521	1	16656	16656
1812	1	16656	308596
2521	1	16662	16662
3931	1	16664	16664
2147	1	16670	16670
3415	1	16670	308607
2166	1	16672	16672
909	1	16675	308615
1847	1	16681	16681
1251	1	16692	16692
3824	1	16694	308632
3007	1	16703	16703
3728	1	16743	308657
2136	1	16758	16758
3199	1	16758	308666
1234	1	16763	16763
757	1	16766	16766
422	1	16786	16786
3506	1	16788	16788
1383	1	16790	16790
3489	1	16793	16793
1398	1	16796	16796
2490	1	16796	16797
3457	1	16798	16798
2520	1	16806	16806
2740	1	16815	76211
1147	1	16815	308750
3727	1	16817	16817
3796	1	16818	16818
3939	1	16819	16819
3858	1	16823	308787
3248	1	16828	308790
2503	1	16834	308793
267	1	16838	16838
3180	1	16858	16858
3787	1	16863	16863
3128	1	16876	16876
3229	1	16882	16882
3561	1	16884	16884
160	1	16899	308910
2305	1	16901	16901
1865	1	16902	308939
2492	1	16902	308940
461	1	16906	308945
2255	1	16915	16915
554	1	16926	16926
2645	1	16941	16941
3246	1	16958	309047
3596	1	16961	16961
115	1	16970	16970
3163	1	16973	309056
1888	1	16981	16981
3898	1	16983	16983
3021	1	16996	16996
3392	1	16998	16998
772	1	17010	17010
3107	1	17012	17012
2697	1	17018	17018
1504	1	17019	17019
2832	1	17019	309090
2465	1	17031	17031
1098	1	17031	309102
1984	1	17033	309105
1782	1	17039	17039
3782	1	17056	21106
1661	1	17058	17058
1066	1	17060	17060
1431	1	17064	17064
3462	1	17075	17075
1277	1	17077	17077
2844	1	17079	17079
3658	1	17083	17083
468	1	17083	309146
148	1	17085	17085
213	1	17085	309151
3207	1	17116	17116
2381	1	17120	17120
2965	1	17121	17121
1951	1	17129	17129
2341	1	17131	17131
3040	1	17146	17146
1080	1	17148	17148
3936	1	17150	17150
779	1	17156	309255
1068	1	17156	309256
3421	1	17168	17168
582	1	17169	17169
1760	1	17171	17171
163	1	17174	17174
1742	1	17192	17192
897	1	17196	17196
3076	1	17200	17200
3925	1	17204	309414
3447	1	17217	17217
3870	1	17225	17225
3901	1	17226	17226
919	1	17227	17227
3124	1	17229	17229
3167	1	17229	309430
3827	1	17235	17235
3387	1	17242	17242
1721	1	17249	17249
3640	1	17260	17260
2471	1	17264	17264
583	1	17267	17267
529	1	17270	451561
1031	1	17270	451601
2475	1	17379	78052
2338	1	17381	289305
3380	1	17395	84097
676	1	17399	17399
2891	1	17400	17400
1406	1	17401	17401
22	1	17409	17409
40	1	17410	17410
474	1	17410	286953
465	1	17410	286954
1127	1	17410	286955
65	1	17410	343101
603	1	17410	343102
68	1	17411	17411
248	1	17411	286852
467	1	17411	286861
506	1	17411	286862
73	1	17411	343007
276	1	17411	343104
265	1	17411	343105
38	1	17414	17414
291	1	17414	75950
815	1	17414	458786
262	1	17414	458802
832	1	17414	458803
269	1	17414	458804
8	1	17415	17415
782	1	17415	286089
36	1	17415	286091
81	1	17415	286092
16	1	17418	17418
46	1	17420	17420
1030	1	17420	24051
35	1	17420	286956
334	1	17420	286957
464	1	17420	343011
466	1	17420	343012
103	1	17420	343103
13	1	17421	17421
130	1	17421	286762
1327	1	17421	286765
828	1	17421	342138
317	1	17421	458988
1	1	17423	17423
43	1	17426	17426
6	1	17428	17428
1928	1	17428	75955
21	1	17435	17435
2	1	17437	17437
882	1	17437	342142
869	1	17437	342143
320	1	17442	17442
24	1	17442	286086
47	1	17442	286098
55	1	17442	286109
62	1	17442	286112
333	1	17442	286113
495	1	17442	453046
106	1	17442	453047
488	1	17442	453048
311	1	17442	453086
49	1	17442	453087
487	1	17442	453088
167	1	17442	453089
328	1	17442	453090
51	1	17442	453098
52	1	17442	453099
80	1	17442	453100
64	1	17442	453101
246	1	17442	453102
76	1	17442	453103
58	1	17442	453104
70	1	17442	453105
324	1	17442	453106
259	1	17442	453113
332	1	17442	453114
589	1	17442	453115
142	1	17442	453116
89	1	17442	453117
336	1	17442	453119
330	1	17442	453120
42	1	17442	453121
87	1	17442	453122
26	1	17442	457020
37	1	17443	17443
285	1	17443	24044
72	1	17443	286116
110	1	17443	286117
253	1	17443	286118
322	1	17443	286119
54	1	17443	342141
66	1	17446	17446
75	1	17448	17448
30	1	17454	17454
17	1	17454	286139
67	1	17454	286148
985	1	17454	286150
29	1	17454	342144
31	1	17455	17455
261	1	17462	17462
33	1	17464	17464
83	1	17465	17465
688	1	17465	286766
1114	1	17465	286767
189	1	17465	286768
395	1	17465	343114
184	1	17469	17469
597	1	17469	286783
677	1	17469	286792
1015	1	17469	286794
838	1	17469	286796
325	1	17469	343005
614	1	17469	343006
69	1	17475	17475
45	1	17476	17476
25	1	17478	17478
128	1	17479	17479
59	1	17480	17480
1192	1	17480	286887
1075	1	17480	343026
2628	1	17621	312508
2041	1	17623	17623
2728	1	17626	17626
792	1	17628	17628
2913	1	17629	17629
2324	1	17629	312521
3313	1	18241	18241
438	1	18243	83125
3962	1	18245	312953
977	1	18323	285432
728	1	18323	285464
2714	1	18509	284327
500	1	18509	284340
1706	1	18525	18525
504	1	18734	287347
187	1	18741	18741
567	1	18745	287316
4005	1	18805	287545
1264	1	18810	18810
596	1	18812	18812
1768	1	18840	27714
1351	1	18840	27715
3971	1	18840	27716
3390	1	18840	27717
133	1	18840	283732
3904	1	18840	283733
1141	1	18841	18841
1361	1	18841	27719
3819	1	18841	27721
236	1	18841	283587
997	1	18841	283588
1373	1	18841	283806
2188	1	18841	322276
225	1	18842	18842
1856	1	18842	27722
2773	1	18842	27723
2834	1	18842	27725
392	1	18842	27732
1726	1	18842	283603
244	1	18842	283648
281	1	18842	283740
520	1	18842	283742
2906	1	18842	283746
3807	1	18842	322296
640	1	18843	18843
1112	1	18843	27733
1105	1	18843	27734
1076	1	18843	27736
1773	1	18843	283618
886	1	18843	283620
1104	1	18843	283623
1130	1	18843	283624
386	1	18843	283737
60	1	18843	283753
1752	1	18843	283754
3593	1	18844	18844
1072	1	18844	27740
2180	1	18844	283622
2112	1	18844	283734
1855	1	18844	283735
3188	1	18844	283811
585	1	18844	283816
962	1	18844	322287
363	1	18845	18845
1233	1	18845	27750
3886	1	18845	77567
1995	1	18845	283750
376	1	18845	283779
3704	1	18845	283780
3631	1	18845	283793
690	1	18845	283794
1713	1	18846	27752
1039	1	18846	27753
1710	1	18846	85351
292	1	18846	283727
3569	1	18846	283728
1341	1	18846	283757
1748	1	18846	283771
1356	1	18846	283772
251	1	18846	283774
399	1	18848	18848
1737	1	18848	283510
1701	1	18848	283576
1381	1	18848	283577
1294	1	18849	18849
3794	1	18849	283580
1535	1	18849	283583
2871	1	18849	283584
228	1	18849	283704
1371	1	18850	18850
1938	1	18850	27761
579	1	18850	27762
1205	1	18850	283692
3645	1	18850	283705
3817	1	18850	283706
306	1	18850	283708
3610	1	18850	283805
989	1	18850	283807
1954	1	18850	322295
2123	1	18851	27766
685	1	18851	283813
4021	1	18851	283817
254	1	18852	18852
3642	1	18852	322291
1700	1	18852	322299
1677	1	18853	18853
1279	1	18853	283594
3982	1	18853	283601
1945	1	18853	283738
1187	1	18853	322289
3613	1	18854	18854
1002	1	18854	27768
1714	1	18854	283609
277	1	18854	283612
781	1	18854	283653
2407	1	18855	27771
384	1	18855	283607
978	1	18855	283652
1329	1	18855	283747
901	1	18856	18856
569	1	18856	27773
400	1	18856	27774
2658	1	18856	283613
1727	1	18856	283615
746	1	18856	283626
788	1	18856	283808
1718	1	18856	283810
2391	1	18856	322301
2431	1	18857	18857
1026	1	18857	283718
486	1	18857	283721
1801	1	18857	322278
