userId;itemId;score;est
17;157;0.08663432895906148;0.1014165338171289
17;240;0.9133656710409384;0.9247509769007674
23;157;4.305362894150459e-09;0.018923635134206584
23;160;0.2029297852943066;0.1774830200942048
23;162;0.2671995470646387;0.299066501906732
23;223;0.2627792141980129;0.19366648409422416
23;233;4.305362894150459e-09;0.01277175515844986
23;244;5.78109410392329e-08;0.01797126672329119
23;368;0.05789532623494801;0.051002119324695894
23;371;2.425178294085789e-18;0.011728628936379382
23;373;1.2797065406956371e-20;0.010320286886499996
23;387;3.5086751141932113e-06;0.0103708063359087
23;643;0.001616578863591458;0.02924765407712515
23;645;0.008365008241958247;0.01938206064492287
23;655;4.4398015106495527e-08;0.011948420273225846
23;660;0.0017671709630594915;0.026515684518923166
23;664;0.1968826581810124;0.18685633117718337
23;671;0.0005610914636778462;0.012010068008008412
27;369;0.5;0.5029554535353824
27;383;0.5;0.504201708834245
30;162;1.0;1.0
31;649;1.0;1.0
32;157;0.021328540086469654;0.03372534922135029
32;159;0.048933572995263686;0.045027390287496916
32;164;0.09786714599052737;0.0831482965858592
32;223;0.09786714599052737;0.08488280156712658
32;253;0.09786714599052737;0.09197194571875955
32;334;0.048933572995263686;0.05116216909473659
32;352;0.048933572995263686;0.04637925310625168
32;369;0.048933572995263686;0.04958698592068189
32;371;0.14680071898579108;0.12127662974911124
32;377;0.048933572995263686;0.047879258492488974
32;650;8.256904658954331e-12;0.015883000123281033
32;653;0.09786714599052737;0.0880952747006567
32;656;0.1957342919810548;0.15987954641319924
34;240;1.0;1.0
35;157;1.0;1.0
36;157;3.6091678289667737e-22;0.04227681166871511
36;162;0.9999674336923;0.9690749876046971
36;650;1.8788290218451526e-06;0.043412448032885464
36;660;3.0687478678239203e-05;0.041493715002023146
40;196;0.8;0.8215006694270666
40;649;0.2;0.21216240202254433
41;157;4.841622209586478e-10;0.01763195642051496
41;160;4.303013883681783e-12;0.027424882662356875
41;162;0.3459746510934296;0.3317595257958117
41;165;5.51239156536292e-26;0.009923209873693883
41;178;1.6537174696088757e-25;0.011390740818448153
41;244;0.024269200995293512;0.02932648247233649
41;334;5.33021918901323e-13;0.013133798223578408
41;365;5.51239156536292e-26;0.003770694853357348
41;387;1.537713710927255e-06;0.010995995188980867
41;643;0.13756904201414066;0.10149165400121163
41;649;0.010904854943167877;0.02477501218714706
41;650;2.3272022542883633e-06;0.013685033668444424
41;653;0.0024298277896120353;0.011989234768211565
41;655;1.7298812808613745e-24;0.01488784315165459
41;660;1.0587088498494627e-19;0.012234124858743867
41;664;0.4708370837574581;0.44897891600794937
41;671;0.008011474001935661;0.015204082613303527
46;160;0.008944032203346249;0.04456825098041639
46;161;0.03693385270408636;0.031731493058876126
46;162;0.20008120374558772;0.2612393641511048
46;163;0.012311284234695451;0.01778104831249605
46;166;0.04991145506623902;0.04250380264218512
46;175;0.056067097183586746;0.04589584746093611
46;242;0.03144452871419585;0.03279670008939983
46;244;0.3036788635428377;0.24071180670081138
46;334;2.9412181181247974e-31;0.026973259539516237
46;337;1.1808245551527166e-09;0.012489525382454403
46;340;7.353045295311994e-32;0.013462372335885542
46;356;0.024622568469390902;0.02760539731952294
46;368;2.7474066062308024e-09;0.013969902806796552
46;387;0.07348504984166265;0.06132220547972844
46;643;0.0009803323926214226;0.03427792004595198
46;660;2.7474066062308354e-09;0.02782556735443964
46;664;0.20153972522611308;0.19354896161963175
47;368;1.0;1.0
52;223;3.799280316017125e-13;0.0117106674462224
52;368;0.99999999999962;1.0000000000000004
53;368;1.0;1.0
55;368;1.0;1.0
58;196;1.0;1.0
59;649;0.6666666666666666;0.6820015095828675
59;655;0.3333333333333333;0.3423615562310032
61;655;1.0;1.0
68;387;1.0;1.0
76;368;1.0;1.0
81;157;0.0023720511601975983;0.03068469604975821
81;162;0.9965975380747248;0.8950000225518693
81;222;3.11578991875312e-15;0.015404698454421606
81;223;3.728393423578182e-07;0.02295312892780732
81;244;3.727739290656824e-07;0.0266053950898133
81;334;3.501871341379711e-15;0.02970956139523695
81;387;3.727739290695404e-07;0.02298965839504241
81;643;0.0010285468300125632;0.03993448454085424
81;649;3.727739290656824e-07;0.02568258420803815
81;664;3.727739290656824e-07;0.054733284730064335
82;157;0.20510784885603867;0.1536855375347812
82;160;0.13088453804389627;0.12645187706506134
82;162;0.39618949746685694;0.39243877885468637
82;212;9.481567951754938e-28;0.007665429754946329
