id_menu;id_usuario;score
128;564;2.3501457787026547
128;905;0.869096249174462
128;1041;0.29131989123057767
128;1106;0.38034875684282443
128;1203;0.5042251159147266
128;1501;0.5866462197055805
128;1589;0.8464817254549353
128;2165;0.5077440601323581
128;2183;0.16529888822158653
128;2367;0.16529888822158653
128;2696;0.4803053012499011
128;2853;1.6759107224294216
128;3029;1.7024212493427224
128;3188;1.9422653769214757
128;3302;0.6201599954851051
128;3371;0.4697495705023985
128;3647;0.978022872701939
128;3959;1.7118790477755743
128;3961;0.3761460511889646
128;4028;0.42979606768053674
128;4053;2.172380997466107
128;4250;2.9664887239892455
128;4661;0.20189651799465538
128;5344;0.8948393169137964
128;5471;0.36381451660015235
128;5608;1.794063656013933
128;5798;1.9189508129236388
128;5839;2.578953941824517
128;5961;0.8371284320118636
128;6065;0.24117747107374643
128;6189;0.16901331553752086
128;6387;0.8464817254549353
128;6458;0.16901331553752086
128;6954;1.4015680219637145
134;180;0.5134171193748701
134;186;1.1999536887332378
134;371;0.17866866498936929
134;496;5.5797608215690895
134;739;3.1773102778034663
134;988;0.2786558483582631
134;1106;0.38034875684282443
134;1264;0.16347239987475418
134;1376;0.6883075741896966
134;1544;2.260897923965161
134;1666;0.8464817254549353
134;2187;0.5772494089856838
134;2347;1.4638014045958208
134;2402;0.5511536194871043
134;2574;0.2493522089989426
134;2832;1.4172278376963456
134;3006;0.8371284320118636
134;3015;10.478161825449334
134;3348;0.29131989123057767
134;3371;0.30119421191220214
134;3538;0.8464817254549353
134;3684;14.945524471704033
134;3852;0.5077440601323581
134;3947;2.798176364606491
134;4635;0.5737534210561848
134;4815;0.7263773168665558
134;5101;0.5989969202702607
134;5395;0.7862747036632027
134;5484;0.4965853037914095
134;5926;0.45932079060787456
134;6057;3.834451446267016
134;6066;1.9872340405716442
134;6096;0.865502994951845
134;6484;0.9700741579480109
134;6538;1.1411670902314643
134;6622;0.5191535640977769
134;6954;0.4543493479358768
136;1235;0.15987974613298717
136;2450;0.5021336859853648
136;3398;0.29786613315674465
136;3789;0.2725317930340126
136;3959;0.8559395238877872
136;4161;0.716531310812633
136;4338;0.21343041083749253
136;4844;0.14306668281799342
136;6081;0.8371284320118636
137;515;1.636095648283933
137;836;0.2521382383491107
137;1106;1.3860812410969372
137;1188;0.25780403034188754
137;2014;0.31488255372438956
137;2719;0.6065306597126334
137;3074;0.8007374030947497
137;3281;0.18268352405273466
137;3507;0.31488255372438956
137;3647;0.18268352405273466
137;3843;0.6411803887149237
137;4391;0.15636604859984082
137;4461;0.16529888822158653
137;5282;0.5191535640977769
137;5607;0.4803053012499011
137;6016;0.26952042284590416
137;6496;1.311176674106944
137;6654;0.19966564009008692
137;6930;0.6133074690276572
137;7219;0.9459594694322985
142;106;0.40830464371072517
142;186;0.6778095786079477
142;399;0.9459594694322985
142;418;0.28176928928280454
142;451;1.433062621625266
142;515;0.3518872581620411
142;556;0.45942582439325785
142;609;0.7659283388752676
142;808;0.6411803887149237
142;810;0.5021336859853648
142;869;0.17866866498936929
142;956;0.7659283388752676
142;1110;0.16166609351291278
142;1179;0.38459841961548724
142;1188;0.8314113534460751
142;1200;0.4987044179978852
142;1259;0.21343041083749253
142;1298;0.4111122908726206
142;1563;0.8751733193346719
142;1589;0.26068449247217157
142;1616;0.6440698888702512
142;1770;0.9565287395281531
142;1808;0.6065306597126334
142;1848;0.9565287395281531
142;1929;1.0268342387497402
142;1983;0.45942582439325785
142;2008;0.21343041083749253
142;2161;0.5935384020826526
142;2191;0.3719897837960304
142;2197;0.2493522089989426
142;2332;0.48567178535563943
142;2377;0.38459841961548724
142;2444;1.7800107373706315
142;2448;0.7408182206817179
142;2497;0.45942582439325785
142;2510;0.19966564009008692
142;2801;0.19966564009008692
142;2824;0.1446651766872168
142;2931;0.5021336859853648
142;3029;0.21822640021481107
142;3074;0.7086139188481728
142;3086;0.6411803887149237
142;3091;0.9713292877110704
142;3102;1.2681911901954146
142;3139;0.31488255372438956
142;3218;0.2256232089721662
142;3259;0.7744861087895539
142;3336;0.31975949226597433
142;3538;0.2665423271257353
142;3611;0.13837639911024105
142;3686;0.33287108369807955
142;3752;0.5249541025114026
142;3774;0.7649471764583117
142;3798;0.5077440601323581
142;3827;0.35338889163098974
142;3867;0.2521382383491107
142;4000;0.6778095786079477
142;4088;0.7882676410071512
142;4092;0.9009397387563775
142;4268;0.28176928928280454
142;4339;0.865502994951845
142;4595;0.24117747107374643
142;4642;0.6778095786079477
142;4672;0.6091189516492793
142;4706;0.26952042284590416
142;4772;0.13992248811759103
142;4907;1.0383071281955538
142;4922;0.4111122908726206
142;4977;0.7086139188481728
142;5058;0.14791594422281445
142;5069;0.5249541025114026
142;5124;0.16166609351291278
142;5133;0.15987974613298717
142;5182;1.3363598850274918
142;5269;0.13837639911024105
142;5282;0.3380266310750417
142;5400;0.5427474812245271
142;5414;0.18268352405273466
142;5467;0.38459841961548724
142;5471;0.5134171193748701
142;5547;0.5866462197055805
142;5594;0.3079623397572501
142;5642;0.41570567672303754
142;5667;1.13380778004671
142;5745;0.7007840109818573
142;5764;0.8948393169137964
142;5847;1.4570153560669183
142;5925;0.13992248811759103
142;5940;0.5549435467371545
142;5947;0.6201599954851051
142;5949;0.3079623397572501
142;5989;0.39933128018017383
142;6031;0.33659027550575493
142;6088;0.2493522089989426
142;6098;0.31488255372438956
142;6099;0.30454492282020396
142;6392;0.8647144388230504
142;6423;0.2786558483582631
142;6530;0.3558189186559482
142;6538;0.16901331553752086
142;6814;0.6778095786079477
142;6850;0.33287108369807955
142;6926;0.18066494224961147
142;7060;0.32694479974950835
143;810;1.3243582677306058
143;1106;0.6930406205484686
143;1188;0.25780403034188754
143;1501;0.16901331553752086
143;1720;1.4518008403959741
143;1759;0.2665423271257353
143;1830;0.24117747107374643
143;2187;0.19098592304245274
143;2191;0.3719897837960304
143;2696;0.14956861922263506
143;2719;1.2130613194252668
143;2837;0.1323610024890025
143;3474;0.22313016014842982
143;3647;4.310860909777313
143;3798;0.19527756290077827
143;4205;0.5191535640977769
143;4375;2.307483962651735
143;4391;0.15636604859984082
143;4458;0.2665423271257353
143;4613;0.14306668281799342
143;4645;0.38459841961548724
143;5282;12.593097921860045
143;5453;0.9459594694322985
143;5508;2.453229876110629
143;5744;0.9251699977537786
143;5919;0.36787944117144233
143;5974;15.383040942372176
143;6016;0.26952042284590416
143;6159;0.16347239987475418
143;6279;1.433062621625266
143;6391;0.14628153063818397
143;6654;0.19966564009008692
143;6733;0.43726415767899185
143;6850;0.25780403034188754
143;6895;0.5330846542514706
143;6896;1.2293417581096566
143;7064;0.5191535640977769
143;7130;0.45076283113483717
145;556;1.0268342387497402
145;707;0.5729577691273582
145;2377;0.47702510786761326
145;3827;0.3719897837960304
145;5642;0.31488255372438956
145;5860;0.32555553351780336
145;6099;0.2893303533744336
145;6626;0.8371284320118636
148;556;1.0268342387497402
148;707;0.5729577691273582
148;2669;0.14628153063818397
148;6099;0.1446651766872168
148;6115;0.31488255372438956
149;556;0.5134171193748701
149;600;0.14791594422281445
149;707;0.763943692169811
149;2669;0.14628153063818397
149;3395;0.3518872581620411
149;3585;0.32154583964589994
149;4371;0.840700769577831
149;6099;0.32555553351780336
151;106;0.1974594125176516
151;386;0.13992248811759103
151;1025;0.716531310812633
151;1301;0.2493522089989426
151;1350;0.8751733193346719
151;1793;0.14956861922263506
151;2159;0.6065306597126334
151;2519;0.7007840109818573
151;3336;0.6989205918247955
151;3647;0.18268352405273466
151;3792;0.5737534210561848
151;4613;1.2130613194252668
151;4721;0.8314113534460751
151;4977;2.223544176820385
151;5579;0.8278784888191297
151;5919;0.6604644998715632
151;5940;0.3269649817344993
151;7251;0.865502994951845
152;106;0.36779501943744614
152;119;0.4443640540341349
152;178;0.13992248811759103
152;988;0.2786558483582631
152;1259;0.29131989123057767
152;1589;2.040582418618493
